broad_category,level1_subject,level2_subject,specific_subject,volume_index,volume_title,source,paragraph_id,primary_subject,keywords,text
佛道宗教,佛道宗教,佛法,佛法,41,续·寺塔记下,三校,X41-P1075,佛法,佛、菩萨、舍利、经、禅,宣阳坊静域寺，本太穆皇后宅。寺僧云：「三阶院门外，是神尧皇帝射孔雀处。禅院门内外，《游目记》云王昭隐画。门西里面和修吉龙王，有灵。门内之西，火目药叉及北方天王，……
饮食医药,饮食医药,医术药理,医术药理,41,续·寺塔记下,三校,X41-P1075,医术药理,药、方,宣阳坊静域寺，本太穆皇后宅。寺僧云：「三阶院门外，是神尧皇帝射孔雀处。禅院门内外，《游目记》云王昭隐画。门西里面和修吉龙王，有灵。门内之西，火目药叉及北方天王，……
超自然力量,超自然力量,灵异物件,灵异物件,41,续·寺塔记下,三校,X41-P1075,灵异物件,奇、宝、怪,宣阳坊静域寺，本太穆皇后宅。寺僧云：「三阶院门外，是神尧皇帝射孔雀处。禅院门内外，《游目记》云王昭隐画。门西里面和修吉龙王，有灵。门内之西，火目药叉及北方天王，……
动物,动物,龙蛇类,龙蛇类,41,续·寺塔记下,三校,X41-P1076,龙蛇类,龙、蛟,辞。三阶院连句：密密助堂堂，隋人歌檿桑。双弧摧孔雀，一矢损贪狼。百步望云立，九规看月张。获蛟徒破浪，中乙漫如墙。还似贯金鼓，更疑穿石梁。因添挽河力，为灭射天狂。……
动物,动物,鸟类,鸟类,41,续·寺塔记下,三校,X41-P1076,鸟类,鸟、雀,辞。三阶院连句：密密助堂堂，隋人歌檿桑。双弧摧孔雀，一矢损贪狼。百步望云立，九规看月张。获蛟徒破浪，中乙漫如墙。还似贯金鼓，更疑穿石梁。因添挽河力，为灭射天狂。……
动物,动物,兽类,兽类,41,续·寺塔记下,三校,X41-P1076,兽类,豕、猿、狼,辞。三阶院连句：密密助堂堂，隋人歌檿桑。双弧摧孔雀，一矢损贪狼。百步望云立，九规看月张。获蛟徒破浪，中乙漫如墙。还似贯金鼓，更疑穿石梁。因添挽河力，为灭射天狂。……
建筑寺塔,建筑寺塔,宫殿城楼,宫殿城楼,41,续·寺塔记下,三校,X41-P1076,宫殿城楼,堂、墙,辞。三阶院连句：密密助堂堂，隋人歌檿桑。双弧摧孔雀，一矢损贪狼。百步望云立，九规看月张。获蛟徒破浪，中乙漫如墙。还似贯金鼓，更疑穿石梁。因添挽河力，为灭射天狂。……
天文地理,天文地理,天象,天象,41,续·寺塔记下,三校,X41-P1076,天象,月、星、云,辞。三阶院连句：密密助堂堂，隋人歌檿桑。双弧摧孔雀，一矢损贪狼。百步望云立，九规看月张。获蛟徒破浪，中乙漫如墙。还似贯金鼓，更疑穿石梁。因添挽河力，为灭射天狂。……
人物政事,人物政事,帝王,帝王,41,续·寺塔记下,三校,X41-P1077,帝王,上、诏、敕、玄宗、睿宗,崇义坊招福寺，本曰正觉，国初毁之，以其地立第赐诸王，睿宗在藩居之，乾封二年，移长宁公主锦堂于此，重建此寺。寺内旧有池，下永乐东街数方土填之。今地底下树根多露。长……
建筑寺塔,建筑寺塔,宫殿城楼,宫殿城楼,41,续·寺塔记下,三校,X41-P1077,宫殿城楼,宫、堂、楼、门、坊,崇义坊招福寺，本曰正觉，国初毁之，以其地立第赐诸王，睿宗在藩居之，乾封二年，移长宁公主锦堂于此，重建此寺。寺内旧有池，下永乐东街数方土填之。今地底下树根多露。长……
建筑寺塔,建筑寺塔,寺观塔庙,寺观塔庙,41,续·寺塔记下,三校,X41-P1077,寺观塔庙,寺、院,崇义坊招福寺，本曰正觉，国初毁之，以其地立第赐诸王，睿宗在藩居之，乾封二年，移长宁公主锦堂于此，重建此寺。寺内旧有池，下永乐东街数方土填之。今地底下树根多露。长……
器物技艺,器物技艺,用具杂器,用具杂器,41,续·寺塔记下,三校,X41-P1077,用具杂器,镜、尺,崇义坊招福寺，本曰正觉，国初毁之，以其地立第赐诸王，睿宗在藩居之，乾封二年，移长宁公主锦堂于此，重建此寺。寺内旧有池，下永乐东街数方土填之。今地底下树根多露。长……
佛道宗教,佛道宗教,佛法,佛法,41,续·寺塔记下,三校,X41-P1077,佛法,僧、寺,崇义坊招福寺，本曰正觉，国初毁之，以其地立第赐诸王，睿宗在藩居之，乾封二年，移长宁公主锦堂于此，重建此寺。寺内旧有池，下永乐东街数方土填之。今地底下树根多露。长……
饮食医药,饮食医药,医术药理,医术药理,41,续·寺塔记下,三校,X41-P1077,医术药理,治、方,崇义坊招福寺，本曰正觉，国初毁之，以其地立第赐诸王，睿宗在藩居之，乾封二年，移长宁公主锦堂于此，重建此寺。寺内旧有池，下永乐东街数方土填之。今地底下树根多露。长……
佛道宗教,佛道宗教,佛法,佛法,41,续·寺塔记下,三校,X41-P1078,佛法,禅、梵,辞。赠诸上人连句：翻了西天偈，烧余梵宇香。燃眉愁俗客，支颊背残阳。洲号唯思沃，山名祗记匡。辩中摧世智，定里破魔强。许叡禅心彻，汤休诗思长。朗吟疏磬断，久语贯珠妨……
建筑寺塔,建筑寺塔,寺观塔庙,寺观塔庙,41,续·寺塔记下,三校,X41-P1079,寺观塔庙,寺、塔,事征释门古今迷字：争田书贞字，焉兜知伯叔，解梦羊负鱼，问入曰下人，塔上书师子。征前代关释门佳谱：何充志大宇宙，此子疲于津梁，生天在丈人后，二何佞于佛，问年答「小……
佛道宗教,佛道宗教,佛法,佛法,41,续·寺塔记下,三校,X41-P1079,佛法,佛、释、菩萨、寺,事征释门古今迷字：争田书贞字，焉兜知伯叔，解梦羊负鱼，问入曰下人，塔上书师子。征前代关释门佳谱：何充志大宇宙，此子疲于津梁，生天在丈人后，二何佞于佛，问年答「小……
动物,动物,龙蛇类,龙蛇类,41,续·寺塔记下,三校,X41-P1080,龙蛇类,龙、蛟,招国坊崇济寺，寺内有天后织成蛟，龙被袄子及绣衣六事。东廊从南第二院，有宣律师制袈裟堂。曼殊堂有松数株，甚奇。
建筑寺塔,建筑寺塔,宫殿城楼,宫殿城楼,41,续·寺塔记下,三校,X41-P1080,宫殿城楼,堂、坊、廊,招国坊崇济寺，寺内有天后织成蛟，龙被袄子及绣衣六事。东廊从南第二院，有宣律师制袈裟堂。曼殊堂有松数株，甚奇。
建筑寺塔,建筑寺塔,寺观塔庙,寺观塔庙,41,续·寺塔记下,三校,X41-P1080,寺观塔庙,寺、院,招国坊崇济寺，寺内有天后织成蛟，龙被袄子及绣衣六事。东廊从南第二院，有宣律师制袈裟堂。曼殊堂有松数株，甚奇。
佛道宗教,佛道宗教,佛法,佛法,41,续·寺塔记下,三校,X41-P1080,佛法,寺、袈裟,招国坊崇济寺，寺内有天后织成蛟，龙被袄子及绣衣六事。东廊从南第二院，有宣律师制袈裟堂。曼殊堂有松数株，甚奇。
人物政事,人物政事,僧尼,僧尼,41,续·寺塔记下,三校,X41-P1081,僧尼,僧、和尚、尼,辞。宣律和尚袈裟绝句：「共覆三衣中夜寒，披时不镇尼师坛。无因盖得龙宫地，畦里尘飞业相残。」和前云：「南山披时寒夜中，角不动毗岚风。何人见此生惭愧，断续犹应护得龙……
植物,植物,树木,树木,41,续·寺塔记下,三校,X41-P1081,树木,松、柳、榆、桂、杉,辞。宣律和尚袈裟绝句：「共覆三衣中夜寒，披时不镇尼师坛。无因盖得龙宫地，畦里尘飞业相残。」和前云：「南山披时寒夜中，角不动毗岚风。何人见此生惭愧，断续犹应护得龙……
建筑寺塔,建筑寺塔,宫殿城楼,宫殿城楼,41,续·寺塔记下,三校,X41-P1081,宫殿城楼,宫、楼,辞。宣律和尚袈裟绝句：「共覆三衣中夜寒，披时不镇尼师坛。无因盖得龙宫地，畦里尘飞业相残。」和前云：「南山披时寒夜中，角不动毗岚风。何人见此生惭愧，断续犹应护得龙……
佛道宗教,佛道宗教,佛法,佛法,41,续·寺塔记下,三校,X41-P1081,佛法,佛、僧、袈裟,辞。宣律和尚袈裟绝句：「共覆三衣中夜寒，披时不镇尼师坛。无因盖得龙宫地，畦里尘飞业相残。」和前云：「南山披时寒夜中，角不动毗岚风。何人见此生惭愧，断续犹应护得龙……
天文地理,天文地理,天象,天象,41,续·寺塔记下,三校,X41-P1081,天象,风、云,辞。宣律和尚袈裟绝句：「共覆三衣中夜寒，披时不镇尼师坛。无因盖得龙宫地，畦里尘飞业相残。」和前云：「南山披时寒夜中，角不动毗岚风。何人见此生惭愧，断续犹应护得龙……
天文地理,天文地理,地理山水,地理山水,41,续·寺塔记下,三校,X41-P1081,地理山水,山、井,辞。宣律和尚袈裟绝句：「共覆三衣中夜寒，披时不镇尼师坛。无因盖得龙宫地，畦里尘飞业相残。」和前云：「南山披时寒夜中，角不动毗岚风。何人见此生惭愧，断续犹应护得龙……
植物,植物,花草,花草,41,续·寺塔记下,三校,X41-P1082,花草,兰、兰,永安坊永寿寺，三门东，吴道子画，似不得意。佛殿名会仙，本是内中梳洗殿。贞元中，有证智禅师往往著灵验，或时在张椟兰若中治田，及夜归寺，若在金山界，相去七百里。
建筑寺塔,建筑寺塔,宫殿城楼,宫殿城楼,41,续·寺塔记下,三校,X41-P1082,宫殿城楼,殿、门、坊,永安坊永寿寺，三门东，吴道子画，似不得意。佛殿名会仙，本是内中梳洗殿。贞元中，有证智禅师往往著灵验，或时在张椟兰若中治田，及夜归寺，若在金山界，相去七百里。
建筑寺塔,建筑寺塔,寺观塔庙,寺观塔庙,41,续·寺塔记下,三校,X41-P1082,寺观塔庙,寺、兰若,永安坊永寿寺，三门东，吴道子画，似不得意。佛殿名会仙，本是内中梳洗殿。贞元中，有证智禅师往往著灵验，或时在张椟兰若中治田，及夜归寺，若在金山界，相去七百里。
佛道宗教,佛道宗教,佛法,佛法,41,续·寺塔记下,三校,X41-P1082,佛法,佛、禅、寺,永安坊永寿寺，三门东，吴道子画，似不得意。佛殿名会仙，本是内中梳洗殿。贞元中，有证智禅师往往著灵验，或时在张椟兰若中治田，及夜归寺，若在金山界，相去七百里。
天文地理,天文地理,天象,天象,41,续·寺塔记下,三校,X41-P1083,天象,日、风,辞。闲中好：「闲中好，尽日松为侣。此趣人不知，轻风度僧语。」「闲中好，尘务不萦心。坐对当窗木，看移三面阴。」「闲中好，幽磬度声迟。卷上论题肇，画中僧姓支。」
建筑寺塔,建筑寺塔,宫殿城楼,宫殿城楼,41,续·寺塔记下,三校,X41-P1084,宫殿城楼,堂、门、坊、廊,崇仁坊资圣寺，净土院门外，相传吴生一夕秉烛醉画。就中戟手，视之恶骇。院门里，卢楞伽画。卢常学吴势，吴亦授以手诀。乃画总持三门寺，方半，吴大赏之，谓人曰：「楞伽不……
建筑寺塔,建筑寺塔,寺观塔庙,寺观塔庙,41,续·寺塔记下,三校,X41-P1084,寺观塔庙,寺、观、院、塔,崇仁坊资圣寺，净土院门外，相传吴生一夕秉烛醉画。就中戟手，视之恶骇。院门里，卢楞伽画。卢常学吴势，吴亦授以手诀。乃画总持三门寺，方半，吴大赏之，谓人曰：「楞伽不……
佛道宗教,佛道宗教,佛法,佛法,41,续·寺塔记下,三校,X41-P1084,佛法,菩萨、经、僧、寺,崇仁坊资圣寺，净土院门外，相传吴生一夕秉烛醉画。就中戟手，视之恶骇。院门里，卢楞伽画。卢常学吴势，吴亦授以手诀。乃画总持三门寺，方半，吴大赏之，谓人曰：「楞伽不……
佛道宗教,佛道宗教,道法,道法,41,续·寺塔记下,三校,X41-P1084,道法,道、诀,崇仁坊资圣寺，净土院门外，相传吴生一夕秉烛醉画。就中戟手，视之恶骇。院门里，卢楞伽画。卢常学吴势，吴亦授以手诀。乃画总持三门寺，方半，吴大赏之，谓人曰：「楞伽不……
饮食医药,饮食医药,医术药理,医术药理,41,续·寺塔记下,三校,X41-P1084,医术药理,药、散、方,崇仁坊资圣寺，净土院门外，相传吴生一夕秉烛醉画。就中戟手，视之恶骇。院门里，卢楞伽画。卢常学吴势，吴亦授以手诀。乃画总持三门寺，方半，吴大赏之，谓人曰：「楞伽不……
器物技艺,器物技艺,武器,武器,41,续·寺塔记下,三校,X41-P1085,武器,戟、矛,辞。诸画连句，柏梁体：吴生画勇矛戟攒，出奇变势千万端。苍苍鬼怪层壁宽，睹之忽忽毛发寒。棱伽之力所痑瘢，李真周昉优劣难。活禽生卉推边鸾。花房嫩彩犹未干。韩干变态如……
超自然力量,超自然力量,灵异物件,灵异物件,41,续·寺塔记下,三校,X41-P1085,灵异物件,奇、怪,辞。诸画连句，柏梁体：吴生画勇矛戟攒，出奇变势千万端。苍苍鬼怪层壁宽，睹之忽忽毛发寒。棱伽之力所痑瘢，李真周昉优劣难。活禽生卉推边鸾。花房嫩彩犹未干。韩干变态如……
建筑寺塔,建筑寺塔,宫殿城楼,宫殿城楼,41,续·寺塔记下,三校,X41-P1086,宫殿城楼,门、墙,楚国寺，寺内有楚哀王等身金铜像，哀王绣袄半袖犹在。长庆中，赐织成双凤夹黄袄子，镇在寺。中门内有放生池。太和中，赐白毡黄胯衫。寺墙西，朱泚宅。
人物政事,人物政事,帝王,帝王,41,续·寺塔记下,三校,X41-P1087,帝王,上,事徵：地狱等活，八抹洛伽，波吒，坏从狱不生，铅河，剑林，烊铜。诸上人以予该悉内典，请予独征：无中阴，五无间，黑绳赤树，火厚二百肘，风吹二千年，陆陀罗炭，钵头摩赫……
人物政事,人物政事,僧尼,僧尼,41,续·寺塔记下,三校,X41-P1087,僧尼,上人,事徵：地狱等活，八抹洛伽，波吒，坏从狱不生，铅河，剑林，烊铜。诸上人以予该悉内典，请予独征：无中阴，五无间，黑绳赤树，火厚二百肘，风吹二千年，陆陀罗炭，钵头摩赫……
人物政事,人物政事,帝王,帝王,41,续·寺塔记下,三校,X41-P1088,帝王,上、诏、敕、太宗,慈恩寺，寺本净觉故伽监，因而营建焉。凡十余院，总千八百九十七间，敕度三百僧。初，三藏自西域回，诏太常卿江夏王道宗设九部乐，迎经像入寺，彩车凡千余辆。上御安福门观……
人物政事,人物政事,将相臣子,将相臣子,41,续·寺塔记下,三校,X41-P1088,将相臣子,卿、尉,慈恩寺，寺本净觉故伽监，因而营建焉。凡十余院，总千八百九十七间，敕度三百僧。初，三藏自西域回，诏太常卿江夏王道宗设九部乐，迎经像入寺，彩车凡千余辆。上御安福门观……
人物政事,人物政事,僧尼,僧尼,41,续·寺塔记下,三校,X41-P1088,僧尼,僧、上人,慈恩寺，寺本净觉故伽监，因而营建焉。凡十余院，总千八百九十七间，敕度三百僧。初，三藏自西域回，诏太常卿江夏王道宗设九部乐，迎经像入寺，彩车凡千余辆。上御安福门观……
植物,植物,树木,树木,41,续·寺塔记下,三校,X41-P1088,树木,檀、椿,慈恩寺，寺本净觉故伽监，因而营建焉。凡十余院，总千八百九十七间，敕度三百僧。初，三藏自西域回，诏太常卿江夏王道宗设九部乐，迎经像入寺，彩车凡千余辆。上御安福门观……
植物,植物,花草,花草,41,续·寺塔记下,三校,X41-P1088,花草,花、牡丹,慈恩寺，寺本净觉故伽监，因而营建焉。凡十余院，总千八百九十七间，敕度三百僧。初，三藏自西域回，诏太常卿江夏王道宗设九部乐，迎经像入寺，彩车凡千余辆。上御安福门观……
建筑寺塔,建筑寺塔,宫殿城楼,宫殿城楼,41,续·寺塔记下,三校,X41-P1088,宫殿城楼,殿、门,慈恩寺，寺本净觉故伽监，因而营建焉。凡十余院，总千八百九十七间，敕度三百僧。初，三藏自西域回，诏太常卿江夏王道宗设九部乐，迎经像入寺，彩车凡千余辆。上御安福门观……
建筑寺塔,建筑寺塔,寺观塔庙,寺观塔庙,41,续·寺塔记下,三校,X41-P1088,寺观塔庙,寺、观、院、塔,慈恩寺，寺本净觉故伽监，因而营建焉。凡十余院，总千八百九十七间，敕度三百僧。初，三藏自西域回，诏太常卿江夏王道宗设九部乐，迎经像入寺，彩车凡千余辆。上御安福门观……
佛道宗教,佛道宗教,佛法,佛法,41,续·寺塔记下,三校,X41-P1088,佛法,经、僧、寺、钵,慈恩寺，寺本净觉故伽监，因而营建焉。凡十余院，总千八百九十七间，敕度三百僧。初，三藏自西域回，诏太常卿江夏王道宗设九部乐，迎经像入寺，彩车凡千余辆。上御安福门观……
佛道宗教,佛道宗教,道法,道法,41,续·寺塔记下,三校,X41-P1088,道法,道、丹,慈恩寺，寺本净觉故伽监，因而营建焉。凡十余院，总千八百九十七间，敕度三百僧。初，三藏自西域回，诏太常卿江夏王道宗设九部乐，迎经像入寺，彩车凡千余辆。上御安福门观……
饮食医药,饮食医药,医术药理,医术药理,41,续·寺塔记下,三校,X41-P1088,医术药理,药、丹、针,慈恩寺，寺本净觉故伽监，因而营建焉。凡十余院，总千八百九十七间，敕度三百僧。初，三藏自西域回，诏太常卿江夏王道宗设九部乐，迎经像入寺，彩车凡千余辆。上御安福门观……
天文地理,天文地理,天象,天象,41,续·寺塔记下,三校,X41-P1088,天象,日、月、云,慈恩寺，寺本净觉故伽监，因而营建焉。凡十余院，总千八百九十七间，敕度三百僧。初，三藏自西域回，诏太常卿江夏王道宗设九部乐，迎经像入寺，彩车凡千余辆。上御安福门观……
人物政事,人物政事,帝王,帝王,42,续·金刚经鸠异,三校,X42-P1089,帝王,上、诏,贞元十七年，先君自荆入蜀，应韦南康辟命。洎韦之暮年，为贼辟谗构，遂摄尉灵池县。韦寻薨，贼辟知留后。先君旧与辟不合，闻之，连夜离县。至城东门，辟寻有帖，不令诸县官……
人物政事,人物政事,将相臣子,将相臣子,42,续·金刚经鸠异,三校,X42-P1089,将相臣子,令、尉、节度使,贞元十七年，先君自荆入蜀，应韦南康辟命。洎韦之暮年，为贼辟谗构，遂摄尉灵池县。韦寻薨，贼辟知留后。先君旧与辟不合，闻之，连夜离县。至城东门，辟寻有帖，不令诸县官……
人物政事,人物政事,僧尼,僧尼,42,续·金刚经鸠异,三校,X42-P1089,僧尼,僧、法师,贞元十七年，先君自荆入蜀，应韦南康辟命。洎韦之暮年，为贼辟谗构，遂摄尉灵池县。韦寻薨，贼辟知留后。先君旧与辟不合，闻之，连夜离县。至城东门，辟寻有帖，不令诸县官……
建筑寺塔,建筑寺塔,宫殿城楼,宫殿城楼,42,续·金刚经鸠异,三校,X42-P1089,宫殿城楼,城、门、郭、阙,贞元十七年，先君自荆入蜀，应韦南康辟命。洎韦之暮年，为贼辟谗构，遂摄尉灵池县。韦寻薨，贼辟知留后。先君旧与辟不合，闻之，连夜离县。至城东门，辟寻有帖，不令诸县官……
佛道宗教,佛道宗教,佛法,佛法,42,续·金刚经鸠异,三校,X42-P1089,佛法,佛、经、僧,贞元十七年，先君自荆入蜀，应韦南康辟命。洎韦之暮年，为贼辟谗构，遂摄尉灵池县。韦寻薨，贼辟知留后。先君旧与辟不合，闻之，连夜离县。至城东门，辟寻有帖，不令诸县官……
饮食医药,饮食医药,医术药理,医术药理,42,续·金刚经鸠异,三校,X42-P1089,医术药理,丸、方,贞元十七年，先君自荆入蜀，应韦南康辟命。洎韦之暮年，为贼辟谗构，遂摄尉灵池县。韦寻薨，贼辟知留后。先君旧与辟不合，闻之，连夜离县。至城东门，辟寻有帖，不令诸县官……
梦兆占卜,梦兆占卜,祥瑞灾异,祥瑞灾异,42,续·金刚经鸠异,三校,X42-P1089,祥瑞灾异,异、火,贞元十七年，先君自荆入蜀，应韦南康辟命。洎韦之暮年，为贼辟谗构，遂摄尉灵池县。韦寻薨，贼辟知留后。先君旧与辟不合，闻之，连夜离县。至城东门，辟寻有帖，不令诸县官……
天文地理,天文地理,天象,天象,42,续·金刚经鸠异,三校,X42-P1089,天象,日、风、云,贞元十七年，先君自荆入蜀，应韦南康辟命。洎韦之暮年，为贼辟谗构，遂摄尉灵池县。韦寻薨，贼辟知留后。先君旧与辟不合，闻之，连夜离县。至城东门，辟寻有帖，不令诸县官……
超自然力量,超自然力量,灵异物件,灵异物件,42,续·金刚经鸠异,三校,X42-P1089,灵异物件,异、怪,贞元十七年，先君自荆入蜀，应韦南康辟命。洎韦之暮年，为贼辟谗构，遂摄尉灵池县。韦寻薨，贼辟知留后。先君旧与辟不合，闻之，连夜离县。至城东门，辟寻有帖，不令诸县官……
鬼怪妖魅,鬼怪妖魅,鬼,鬼,42,续·金刚经鸠异,三校,X42-P1090,鬼,鬼、鬼物,张镒相公先君齐丘，酷信释氏。每旦更新衣，执经于像前，念《金刚经》十五遍，积数十年不懈。永泰初，为朔方节度使。衙内有小将负罪，惧事露，乃扇动军人数百，定谋反叛。齐……
佛道宗教,佛道宗教,佛法,佛法,42,续·金刚经鸠异,三校,X42-P1090,佛法,释、经,张镒相公先君齐丘，酷信释氏。每旦更新衣，执经于像前，念《金刚经》十五遍，积数十年不懈。永泰初，为朔方节度使。衙内有小将负罪，惧事露，乃扇动军人数百，定谋反叛。齐……
佛道宗教,佛道宗教,佛法,佛法,42,续·金刚经鸠异,三校,X42-P1091,佛法,释、经、僧,刘逸淮在汴，时韩弘为右厢虞候，王某为左厢虞候，与弘相善。或谓二人取军情，将不利于刘。刘大怒，俱召诘之。弘即刘之甥，因控地碎首大言，刘意稍解。王某年老，股战不能自……
天文地理,天文地理,天象,天象,42,续·金刚经鸠异,三校,X42-P1091,天象,日、云,刘逸淮在汴，时韩弘为右厢虞候，王某为左厢虞候，与弘相善。或谓二人取军情，将不利于刘。刘大怒，俱召诘之。弘即刘之甥，因控地碎首大言，刘意稍解。王某年老，股战不能自……
建筑寺塔,建筑寺塔,宫殿城楼,宫殿城楼,42,续·金刚经鸠异,三校,X42-P1092,宫殿城楼,殿、门,梁崇义在襄州，未阻兵时，有小将孙咸暴卒，信宿却苏。梦至处，如王者所居，仪卫甚严，有吏引与僧对事。僧法号怀秀，亡已经年。在生极犯戒，及入冥，无善可录，乃绐云：「我……
佛道宗教,佛道宗教,佛法,佛法,42,续·金刚经鸠异,三校,X42-P1092,佛法,经、戒、僧,梁崇义在襄州，未阻兵时，有小将孙咸暴卒，信宿却苏。梦至处，如王者所居，仪卫甚严，有吏引与僧对事。僧法号怀秀，亡已经年。在生极犯戒，及入冥，无善可录，乃绐云：「我……
丧葬冥界,丧葬冥界,冥界,冥界,42,续·金刚经鸠异,三校,X42-P1092,冥界,冥、入冥,梁崇义在襄州，未阻兵时，有小将孙咸暴卒，信宿却苏。梦至处，如王者所居，仪卫甚严，有吏引与僧对事。僧法号怀秀，亡已经年。在生极犯戒，及入冥，无善可录，乃绐云：「我……
梦兆占卜,梦兆占卜,梦兆,梦兆,42,续·金刚经鸠异,三校,X42-P1092,梦兆,梦、梦中,梁崇义在襄州，未阻兵时，有小将孙咸暴卒，信宿却苏。梦至处，如王者所居，仪卫甚严，有吏引与僧对事。僧法号怀秀，亡已经年。在生极犯戒，及入冥，无善可录，乃绐云：「我……
天文地理,天文地理,天象,天象,42,续·金刚经鸠异,三校,X42-P1092,天象,日、星、风、雷、云,梁崇义在襄州，未阻兵时，有小将孙咸暴卒，信宿却苏。梦至处，如王者所居，仪卫甚严，有吏引与僧对事。僧法号怀秀，亡已经年。在生极犯戒，及入冥，无善可录，乃绐云：「我……
人物政事,人物政事,僧尼,僧尼,42,续·金刚经鸠异,三校,X42-P1093,僧尼,僧、上人,贞元中，荆州天崇寺僧智灯常持《金刚经》。遇疾死，弟子启手足犹热，不即入木。经七日却活，云初见冥中若王者，以念经故，合掌降阶。因问讯，言更容上人十年在世，勉出生死……
佛道宗教,佛道宗教,佛法,佛法,42,续·金刚经鸠异,三校,X42-P1093,佛法,佛、经、僧、寺,贞元中，荆州天崇寺僧智灯常持《金刚经》。遇疾死，弟子启手足犹热，不即入木。经七日却活，云初见冥中若王者，以念经故，合掌降阶。因问讯，言更容上人十年在世，勉出生死……
饮食医药,饮食医药,食物饮品,食物饮品,42,续·金刚经鸠异,三校,X42-P1093,食物饮品,食、饮,贞元中，荆州天崇寺僧智灯常持《金刚经》。遇疾死，弟子启手足犹热，不即入木。经七日却活，云初见冥中若王者，以念经故，合掌降阶。因问讯，言更容上人十年在世，勉出生死……
饮食医药,饮食医药,医术药理,医术药理,42,续·金刚经鸠异,三校,X42-P1093,医术药理,药、疾,贞元中，荆州天崇寺僧智灯常持《金刚经》。遇疾死，弟子启手足犹热，不即入木。经七日却活，云初见冥中若王者，以念经故，合掌降阶。因问讯，言更容上人十年在世，勉出生死……
天文地理,天文地理,天象,天象,42,续·金刚经鸠异,三校,X42-P1093,天象,日、云,贞元中，荆州天崇寺僧智灯常持《金刚经》。遇疾死，弟子启手足犹热，不即入木。经七日却活，云初见冥中若王者，以念经故，合掌降阶。因问讯，言更容上人十年在世，勉出生死……
佛道宗教,佛道宗教,佛法,佛法,42,续·金刚经鸠异,三校,X42-P1094,佛法,经、禅、寺,公安潺陵村百姓王从贵妹，未嫁，常持《金刚经》。贞元中，忽暴疾卒。埋已三日，其家复墓，闻冢中呻吟，遂发视之，果有气，舆归。数日，能言，云：「初至冥间，冥吏以持经功……
丧葬冥界,丧葬冥界,丧葬,丧葬,42,续·金刚经鸠异,三校,X42-P1094,丧葬,墓、冢,公安潺陵村百姓王从贵妹，未嫁，常持《金刚经》。贞元中，忽暴疾卒。埋已三日，其家复墓，闻冢中呻吟，遂发视之，果有气，舆归。数日，能言，云：「初至冥间，冥吏以持经功……
饮食医药,饮食医药,医术药理,医术药理,42,续·金刚经鸠异,三校,X42-P1094,医术药理,治、疾,公安潺陵村百姓王从贵妹，未嫁，常持《金刚经》。贞元中，忽暴疾卒。埋已三日，其家复墓，闻冢中呻吟，遂发视之，果有气，舆归。数日，能言，云：「初至冥间，冥吏以持经功……
天文地理,天文地理,天象,天象,42,续·金刚经鸠异,三校,X42-P1094,天象,日、云,公安潺陵村百姓王从贵妹，未嫁，常持《金刚经》。贞元中，忽暴疾卒。埋已三日，其家复墓，闻冢中呻吟，遂发视之，果有气，舆归。数日，能言，云：「初至冥间，冥吏以持经功……
人物政事,人物政事,帝王,帝王,42,续·金刚经鸠异,三校,X42-P1095,帝王,上,韦南康镇蜀，时有左营伍伯，于西山行营与同火卒学念《金刚经》。性顽，初日才得题目，其夜堡外拾薪，为蕃骑缚去，行百余里乃止。天未明，遂踣之于地，以发系撅，覆以驼毯寝……
人物政事,人物政事,将相臣子,将相臣子,42,续·金刚经鸠异,三校,X42-P1096,将相臣子,令、尚书,元和初，汉州孔目典陈昭，因患见人，著黄衣，至床前云：「赵判官唤尔。」昭问所因，云：「至自冥间，刘辟与窦悬对事，要君为证。」昭即留坐。逡巡又有人，手持物如球胞，前……
动物,动物,兽类,兽类,42,续·金刚经鸠异,三校,X42-P1096,兽类,马、牛、猪,元和初，汉州孔目典陈昭，因患见人，著黄衣，至床前云：「赵判官唤尔。」昭问所因，云：「至自冥间，刘辟与窦悬对事，要君为证。」昭即留坐。逡巡又有人，手持物如球胞，前……
建筑寺塔,建筑寺塔,宫殿城楼,宫殿城楼,42,续·金刚经鸠异,三校,X42-P1096,宫殿城楼,城、门,元和初，汉州孔目典陈昭，因患见人，著黄衣，至床前云：「赵判官唤尔。」昭问所因，云：「至自冥间，刘辟与窦悬对事，要君为证。」昭即留坐。逡巡又有人，手持物如球胞，前……
器物技艺,器物技艺,用具杂器,用具杂器,42,续·金刚经鸠异,三校,X42-P1096,用具杂器,箱、称,元和初，汉州孔目典陈昭，因患见人，著黄衣，至床前云：「赵判官唤尔。」昭问所因，云：「至自冥间，刘辟与窦悬对事，要君为证。」昭即留坐。逡巡又有人，手持物如球胞，前……
佛道宗教,佛道宗教,佛法,佛法,42,续·金刚经鸠异,三校,X42-P1096,佛法,经、斋,元和初，汉州孔目典陈昭，因患见人，著黄衣，至床前云：「赵判官唤尔。」昭问所因，云：「至自冥间，刘辟与窦悬对事，要君为证。」昭即留坐。逡巡又有人，手持物如球胞，前……
