broad_category,level1_subject,level2_subject,specific_subject,volume_index,volume_title,source,paragraph_id,primary_subject,keywords,text
动物,动物,兽类,兽类,0,序,三校,S00-P001,兽类,虎、象,夫《易·象》「一车」之言，近于怪也；《诗》人「南淇之奥」，近乎戏也。固服缝掖者肆笔之余，及怪及戏，无侵于儒。无若《诗》、《书》之味大羹，史为折俎，子为醯醢也。炙……
饮食医药,饮食医药,食物饮品,食物饮品,0,序,三校,S00-P001,食物饮品,食、羹,夫《易·象》「一车」之言，近于怪也；《诗》人「南淇之奥」，近乎戏也。固服缝掖者肆笔之余，及怪及戏，无侵于儒。无若《诗》、《书》之味大羹，史为折俎，子为醯醢也。炙……
人物政事,人物政事,帝王,帝王,1,卷一·忠志,三校,V01-P002,帝王,上、太宗,太宗虬须，尝戏张弓挂矢。好用四羽大笴，长常箭一肤，射洞门阖。上尝观渔于西宫，见鱼跃焉。问其故，渔者曰：「此当乳也。」于是中网而止。
建筑寺塔,建筑寺塔,宫殿城楼,宫殿城楼,1,卷一·忠志,三校,V01-P002,宫殿城楼,宫、门,太宗虬须，尝戏张弓挂矢。好用四羽大笴，长常箭一肤，射洞门阖。上尝观渔于西宫，见鱼跃焉。问其故，渔者曰：「此当乳也。」于是中网而止。
器物技艺,器物技艺,武器,武器,1,卷一·忠志,三校,V01-P002,武器,弓、箭,太宗虬须，尝戏张弓挂矢。好用四羽大笴，长常箭一肤，射洞门阖。上尝观渔于西宫，见鱼跃焉。问其故，渔者曰：「此当乳也。」于是中网而止。
动物,动物,兽类,兽类,1,卷一·忠志,三校,V01-P003,兽类,马、猿,骨利干国献马百疋，十疋尤骏。上为制名决波输者，近后足有距，走历门三限不踬，上尤惜之。隋内库有交臂玉猿，二臂相贯如连环。将表其辔。上后尝骑与侍臣游，恶其饰，以鞭击……
人物政事,人物政事,帝王,帝王,1,卷一·忠志,三校,V01-P004,帝王,帝、上,贞观中，忽有白鹊构巢于寝殿前槐树上。其巢合欢如腰鼓，左右拜舞称贺。上曰：「我尝笑隋炀帝好祥瑞。瑞在得贤，此何足贺？」乃命毁其巢，鹊放于野外。
梦兆占卜,梦兆占卜,祥瑞灾异,祥瑞灾异,1,卷一·忠志,三校,V01-P004,祥瑞灾异,瑞、祥、祥瑞,贞观中，忽有白鹊构巢于寝殿前槐树上。其巢合欢如腰鼓，左右拜舞称贺。上曰：「我尝笑隋炀帝好祥瑞。瑞在得贤，此何足贺？」乃命毁其巢，鹊放于野外。
人物政事,人物政事,帝王,帝王,1,卷一·忠志,三校,V01-P005,帝王,敕、太宗、高宗,高宗初扶床，将戏弄笔。左右试置纸于前，乃乱画满纸。角边画处成草书「敕」字，太宗遽令焚之，不许传外。
人物政事,人物政事,帝王,帝王,1,卷一·忠志,三校,V01-P006,帝王,则天,则天初诞之夕，雌雉皆雊。右手中指有黑毫，左旋如黑子，引之，长尺余。
人物政事,人物政事,帝王,帝王,1,卷一·忠志,三校,V01-P007,帝王,则天,骆宾王为徐敬业作檄，极疏大周过恶。则天览及「蛾眉不肯让人，狐媚偏能惑主」，微笑而已。至「一抔之土未干，六尺之孤安在」，不悦曰：「宰相何得失如此人！」
人物政事,人物政事,将相臣子,将相臣子,1,卷一·忠志,三校,V01-P007,将相臣子,宰相,骆宾王为徐敬业作檄，极疏大周过恶。则天览及「蛾眉不肯让人，狐媚偏能惑主」，微笑而已。至「一抔之土未干，六尺之孤安在」，不悦曰：「宰相何得失如此人！」
人物政事,人物政事,帝王,帝王,1,卷一·忠志,三校,V01-P008,帝王,帝、上、中宗,中宗景龙中，召学士赐猎，作吐陪行，前方后圆也。有二人雕，上仰望之。有放挫啼曰：「臣能取之。」乃悬死鼠于鸢足，联其目，放而钓焉。二雕果击于鸢盘。狡兔起前，上举挝击……
人物政事,人物政事,将相臣子,将相臣子,1,卷一·忠志,三校,V01-P008,将相臣子,臣、学士,中宗景龙中，召学士赐猎，作吐陪行，前方后圆也。有二人雕，上仰望之。有放挫啼曰：「臣能取之。」乃悬死鼠于鸢足，联其目，放而钓焉。二雕果击于鸢盘。狡兔起前，上举挝击……
动物,动物,鸟类,鸟类,1,卷一·忠志,三校,V01-P008,鸟类,鸢、雕,中宗景龙中，召学士赐猎，作吐陪行，前方后圆也。有二人雕，上仰望之。有放挫啼曰：「臣能取之。」乃悬死鼠于鸢足，联其目，放而钓焉。二雕果击于鸢盘。狡兔起前，上举挝击……
动物,动物,兽类,兽类,1,卷一·忠志,三校,V01-P008,兽类,兔、鼠,中宗景龙中，召学士赐猎，作吐陪行，前方后圆也。有二人雕，上仰望之。有放挫啼曰：「臣能取之。」乃悬死鼠于鸢足，联其目，放而钓焉。二雕果击于鸢盘。狡兔起前，上举挝击……
器物技艺,器物技艺,用具杂器,用具杂器,1,卷一·忠志,三校,V01-P008,用具杂器,盘、称,中宗景龙中，召学士赐猎，作吐陪行，前方后圆也。有二人雕，上仰望之。有放挫啼曰：「臣能取之。」乃悬死鼠于鸢足，联其目，放而钓焉。二雕果击于鸢盘。狡兔起前，上举挝击……
天文地理,天文地理,天象,天象,1,卷一·忠志,三校,V01-P009,天象,日、月,三月三日，赐侍臣细柳圈，言带之免虿毒。
人物政事,人物政事,将相臣子,将相臣子,1,卷一·忠志,三校,V01-P010,将相臣子,臣,寒食日，赐侍臣帖彩球，绣草宣台。
人物政事,人物政事,将相臣子,将相臣子,1,卷一·忠志,三校,V01-P011,将相臣子,臣,立春日，赐侍臣彩花树。
人物政事,人物政事,将相臣子,将相臣子,1,卷一·忠志,三校,V01-P012,将相臣子,学士,腊日，赐北门学士口脂、蜡脂，盛以碧镂牙筒。
人物政事,人物政事,帝王,帝王,1,卷一·忠志,三校,V01-P013,帝王,上,上尝梦曰鸟飞，蝙蝠数十逐而堕地。惊觉，召万回僧曰：「大家即是上天时。」翌日而崩。
人物政事,人物政事,僧尼,僧尼,1,卷一·忠志,三校,V01-P013,僧尼,僧,上尝梦曰鸟飞，蝙蝠数十逐而堕地。惊觉，召万回僧曰：「大家即是上天时。」翌日而崩。
人物政事,人物政事,帝王,帝王,1,卷一·忠志,三校,V01-P014,帝王,上、睿宗,睿宗尝阅内库，见一鞭，金色，长四尺，数节有虫啮处，状如盘龙，靶上悬牙牌，题象耳皮，或言隋宫库旧物也。上为冀王时，寝斋壁上蜗迹成「天」字，上惧，遽扫之。经数日如初……
器物技艺,器物技艺,用具杂器,用具杂器,1,卷一·忠志,三校,V01-P014,用具杂器,盘、尺,睿宗尝阅内库，见一鞭，金色，长四尺，数节有虫啮处，状如盘龙，靶上悬牙牌，题象耳皮，或言隋宫库旧物也。上为冀王时，寝斋壁上蜗迹成「天」字，上惧，遽扫之。经数日如初……
佛道宗教,佛道宗教,佛法,佛法,1,卷一·忠志,三校,V01-P014,佛法,释、经、斋,睿宗尝阅内库，见一鞭，金色，长四尺，数节有虫啮处，状如盘龙，靶上悬牙牌，题象耳皮，或言隋宫库旧物也。上为冀王时，寝斋壁上蜗迹成「天」字，上惧，遽扫之。经数日如初……
人物政事,人物政事,帝王,帝王,1,卷一·忠志,三校,V01-P015,帝王,上、玄宗、代宗,玄宗，禁中尝称阿瞒，亦称鸦。寿安公主，曹野那姬所生也。以其九月而诞，遂不出降。常令衣道服，主香火。小字虫娘，上呼为师娘。为太上皇时，代宗起居，上曰：「汝在东宫，……
动物,动物,昆虫,昆虫,1,卷一·忠志,三校,V01-P016,昆虫,蝉、蚕,天宝末，交趾贡龙脑，如蝉蚕形。波斯言老龙脑树节方有，禁中呼为瑞龙脑。上唯赐贵妃十枚，香气彻十余步。上夏日尝与亲王棋，令贺怀智独弹琵琶，贵妃立于局前观之。上数子将……
建筑寺塔,建筑寺塔,宫殿城楼,宫殿城楼,1,卷一·忠志,三校,V01-P016,宫殿城楼,宫、阙,天宝末，交趾贡龙脑，如蝉蚕形。波斯言老龙脑树节方有，禁中呼为瑞龙脑。上唯赐贵妃十枚，香气彻十余步。上夏日尝与亲王棋，令贺怀智独弹琵琶，贵妃立于局前观之。上数子将……
天文地理,天文地理,天象,天象,1,卷一·忠志,三校,V01-P016,天象,日、风,天宝末，交趾贡龙脑，如蝉蚕形。波斯言老龙脑树节方有，禁中呼为瑞龙脑。上唯赐贵妃十枚，香气彻十余步。上夏日尝与亲王棋，令贺怀智独弹琵琶，贵妃立于局前观之。上数子将……
动物,动物,鸟类,鸟类,1,卷一·忠志,三校,V01-P017,鸟类,乌、鹅,安禄山恩宠莫比，锡赍无数。其所赐品目有：桑落酒、阔尾羊窟利、马酪、音声人两部、野猪鲜、鲫鱼并鲙手刀子、清酒、大锦、苏造真符宝舆、余甘煎、辽泽野鸡、五术汤、金石凌……
动物,动物,兽类,兽类,1,卷一·忠志,三校,V01-P017,兽类,马、羊、猪、狮、犀,安禄山恩宠莫比，锡赍无数。其所赐品目有：桑落酒、阔尾羊窟利、马酪、音声人两部、野猪鲜、鲫鱼并鲙手刀子、清酒、大锦、苏造真符宝舆、余甘煎、辽泽野鸡、五术汤、金石凌……
动物,动物,鱼类,鱼类,1,卷一·忠志,三校,V01-P017,鱼类,鱼、鲫、鲙,安禄山恩宠莫比，锡赍无数。其所赐品目有：桑落酒、阔尾羊窟利、马酪、音声人两部、野猪鲜、鲫鱼并鲙手刀子、清酒、大锦、苏造真符宝舆、余甘煎、辽泽野鸡、五术汤、金石凌……
植物,植物,树木,树木,1,卷一·忠志,三校,V01-P017,树木,桑、檀,安禄山恩宠莫比，锡赍无数。其所赐品目有：桑落酒、阔尾羊窟利、马酪、音声人两部、野猪鲜、鲫鱼并鲙手刀子、清酒、大锦、苏造真符宝舆、余甘煎、辽泽野鸡、五术汤、金石凌……
植物,植物,花草,花草,1,卷一·忠志,三校,V01-P017,花草,花、梨,安禄山恩宠莫比，锡赍无数。其所赐品目有：桑落酒、阔尾羊窟利、马酪、音声人两部、野猪鲜、鲫鱼并鲙手刀子、清酒、大锦、苏造真符宝舆、余甘煎、辽泽野鸡、五术汤、金石凌……
植物,植物,药草,药草,1,卷一·忠志,三校,V01-P017,药草,药、术,安禄山恩宠莫比，锡赍无数。其所赐品目有：桑落酒、阔尾羊窟利、马酪、音声人两部、野猪鲜、鲫鱼并鲙手刀子、清酒、大锦、苏造真符宝舆、余甘煎、辽泽野鸡、五术汤、金石凌……
器物技艺,器物技艺,用具杂器,用具杂器,1,卷一·忠志,三校,V01-P017,用具杂器,盘、碗、瓶、席,安禄山恩宠莫比，锡赍无数。其所赐品目有：桑落酒、阔尾羊窟利、马酪、音声人两部、野猪鲜、鲫鱼并鲙手刀子、清酒、大锦、苏造真符宝舆、余甘煎、辽泽野鸡、五术汤、金石凌……
器物技艺,器物技艺,衣饰,衣饰,1,卷一·忠志,三校,V01-P017,衣饰,袍、锦、罗、绫,安禄山恩宠莫比，锡赍无数。其所赐品目有：桑落酒、阔尾羊窟利、马酪、音声人两部、野猪鲜、鲫鱼并鲙手刀子、清酒、大锦、苏造真符宝舆、余甘煎、辽泽野鸡、五术汤、金石凌……
饮食医药,饮食医药,食物饮品,食物饮品,1,卷一·忠志,三校,V01-P017,食物饮品,食、鲙、馄饨、面、酒,安禄山恩宠莫比，锡赍无数。其所赐品目有：桑落酒、阔尾羊窟利、马酪、音声人两部、野猪鲜、鲫鱼并鲙手刀子、清酒、大锦、苏造真符宝舆、余甘煎、辽泽野鸡、五术汤、金石凌……
饮食医药,饮食医药,医术药理,医术药理,1,卷一·忠志,三校,V01-P017,医术药理,药、汤、剂,安禄山恩宠莫比，锡赍无数。其所赐品目有：桑落酒、阔尾羊窟利、马酪、音声人两部、野猪鲜、鲫鱼并鲙手刀子、清酒、大锦、苏造真符宝舆、余甘煎、辽泽野鸡、五术汤、金石凌……
天文地理,天文地理,地理山水,地理山水,1,卷一·忠志,三校,V01-P017,地理山水,山、野,安禄山恩宠莫比，锡赍无数。其所赐品目有：桑落酒、阔尾羊窟利、马酪、音声人两部、野猪鲜、鲫鱼并鲙手刀子、清酒、大锦、苏造真符宝舆、余甘煎、辽泽野鸡、五术汤、金石凌……
人物政事,人物政事,帝王,帝王,1,卷一·忠志,三校,V01-P018,帝王,帝、上、肃宗、皇帝,肃宗将至灵武驿，黄昏，有妇人长大，携双鲤咤于营门曰：「皇帝何在？」众谓风狂，遽白上潜视举止。妇人言已，止大树下。军人有逼视，见其臂上有鳞。俄天黑，失所在。及上即……
植物,植物,树木,树木,1,卷一·忠志,三校,V01-P018,树木,柳、大树,肃宗将至灵武驿，黄昏，有妇人长大，携双鲤咤于营门曰：「皇帝何在？」众谓风狂，遽白上潜视举止。妇人言已，止大树下。军人有逼视，见其臂上有鳞。俄天黑，失所在。及上即……
建筑寺塔,建筑寺塔,宫殿城楼,宫殿城楼,1,卷一·忠志,三校,V01-P018,宫殿城楼,门、阙,肃宗将至灵武驿，黄昏，有妇人长大，携双鲤咤于营门曰：「皇帝何在？」众谓风狂，遽白上潜视举止。妇人言已，止大树下。军人有逼视，见其臂上有鳞。俄天黑，失所在。及上即……
丧葬冥界,丧葬冥界,丧葬,丧葬,1,卷一·忠志,三校,V01-P018,丧葬,坟、祭,肃宗将至灵武驿，黄昏，有妇人长大，携双鲤咤于营门曰：「皇帝何在？」众谓风狂，遽白上潜视举止。妇人言已，止大树下。军人有逼视，见其臂上有鳞。俄天黑，失所在。及上即……
天文地理,天文地理,天象,天象,1,卷一·忠志,三校,V01-P018,天象,日、月、风、雨、雷,肃宗将至灵武驿，黄昏，有妇人长大，携双鲤咤于营门曰：「皇帝何在？」众谓风狂，遽白上潜视举止。妇人言已，止大树下。军人有逼视，见其臂上有鳞。俄天黑，失所在。及上即……
超自然力量,超自然力量,灵异物件,灵异物件,1,卷一·忠志,三校,V01-P018,灵异物件,奇、宝,肃宗将至灵武驿，黄昏，有妇人长大，携双鲤咤于营门曰：「皇帝何在？」众谓风狂，遽白上潜视举止。妇人言已，止大树下。军人有逼视，见其臂上有鳞。俄天黑，失所在。及上即……
人物政事,人物政事,帝王,帝王,1,卷一·忠志,三校,V01-P019,帝王,帝、上、诏、代宗,代宗即位日，庆云见，黄气抱日。初，楚州献定国宝十二，乃诏上监国。诏曰：「上天降宝，献自楚州。神明生历数之符，合璧定妖灾之气。」初，楚州有尼真如，忽有人接去天上。……
人物政事,人物政事,将相臣子,将相臣子,1,卷一·忠志,三校,V01-P019,将相臣子,刺史、令,代宗即位日，庆云见，黄气抱日。初，楚州献定国宝十二，乃诏上监国。诏曰：「上天降宝，献自楚州。神明生历数之符，合璧定妖灾之气。」初，楚州有尼真如，忽有人接去天上。……
鬼怪妖魅,鬼怪妖魅,仙神,仙神,1,卷一·忠志,三校,V01-P019,仙神,天帝、雷公,代宗即位日，庆云见，黄气抱日。初，楚州献定国宝十二，乃诏上监国。诏曰：「上天降宝，献自楚州。神明生历数之符，合璧定妖灾之气。」初，楚州有尼真如，忽有人接去天上。……
天文地理,天文地理,天象,天象,1,卷一·忠志,三校,V01-P019,天象,日、雷、云,代宗即位日，庆云见，黄气抱日。初，楚州献定国宝十二，乃诏上监国。诏曰：「上天降宝，献自楚州。神明生历数之符，合璧定妖灾之气。」初，楚州有尼真如，忽有人接去天上。……
人物政事,人物政事,帝王,帝王,2,卷一·礼异,三校,V02-P020,帝王,帝、皇帝,西汉，帝见丞相，谒者赞曰：「皇帝为丞相起。」御史大夫见，皇帝称谨谢。
人物政事,人物政事,将相臣子,将相臣子,2,卷一·礼异,三校,V02-P020,将相臣子,大夫、御史,西汉，帝见丞相，谒者赞曰：「皇帝为丞相起。」御史大夫见，皇帝称谨谢。
人物政事,人物政事,帝王,帝王,2,卷一·礼异,三校,V02-P021,帝王,上,汉木主糸匽以桔木皮，置牖中，张绵絮以障外。不出时，玄堂之上，以笼为俑人，无头，坐起如生时。
建筑寺塔,建筑寺塔,宫殿城楼,宫殿城楼,2,卷一·礼异,三校,V02-P022,宫殿城楼,城、门,凡节，守国用玉节，守都鄙用角节，使山邦用虎节，土邦用人节，泽邦用龙节，门关用符节，货贿用玺节，道路用旌节。古者安平用璧，与事用圭，成功用璋，边戎用珩，战斗用璩，……
佛道宗教,佛道宗教,道法,道法,2,卷一·礼异,三校,V02-P022,道法,道、符,凡节，守国用玉节，守都鄙用角节，使山邦用虎节，土邦用人节，泽邦用龙节，门关用符节，货贿用玺节，道路用旌节。古者安平用璧，与事用圭，成功用璋，边戎用珩，战斗用璩，……
梦兆占卜,梦兆占卜,祥瑞灾异,祥瑞灾异,2,卷一·礼异,三校,V02-P022,祥瑞灾异,灾、旱,凡节，守国用玉节，守都鄙用角节，使山邦用虎节，土邦用人节，泽邦用龙节，门关用符节，货贿用玺节，道路用旌节。古者安平用璧，与事用圭，成功用璋，边戎用珩，战斗用璩，……
动物,动物,兽类,兽类,2,卷一·礼异,三校,V02-P023,兽类,马、羊,北齐迎南使，太学博士监舍迎使。传诏二人骑马荷信在前，羊车二人捉刀在传诏后。监舍人，典客令人，并进贤冠。生朱衣骑马，罩伞十馀。绛衫一人，引从使车前。又绛衫骑马平巾……
器物技艺,器物技艺,武器,武器,2,卷一·礼异,三校,V02-P023,武器,刀、戟、槊,北齐迎南使，太学博士监舍迎使。传诏二人骑马荷信在前，羊车二人捉刀在传诏后。监舍人，典客令人，并进贤冠。生朱衣骑马，罩伞十馀。绛衫一人，引从使车前。又绛衫骑马平巾……
器物技艺,器物技艺,衣饰,衣饰,2,卷一·礼异,三校,V02-P023,衣饰,衣、冠、带、袍,北齐迎南使，太学博士监舍迎使。传诏二人骑马荷信在前，羊车二人捉刀在传诏后。监舍人，典客令人，并进贤冠。生朱衣骑马，罩伞十馀。绛衫一人，引从使车前。又绛衫骑马平巾……
建筑寺塔,建筑寺塔,宫殿城楼,宫殿城楼,2,卷一·礼异,三校,V02-P024,宫殿城楼,殿、堂、阁、城、楼,梁正旦，使北使乘车至阙下，入端门。其门上层题曰朱明观，次曰应门，门下有大画鼓。次曰太阳门，左有高楼，悬大钟，门右有朝堂，门辟，左右亦有二大画鼓。北使入门，击钟磬……
器物技艺,器物技艺,乐器,乐器,2,卷一·礼异,三校,V02-P024,乐器,鼓、钟、磬,梁正旦，使北使乘车至阙下，入端门。其门上层题曰朱明观，次曰应门，门下有大画鼓。次曰太阳门，左有高楼，悬大钟，门右有朝堂，门辟，左右亦有二大画鼓。北使入门，击钟磬……
器物技艺,器物技艺,用具杂器,用具杂器,2,卷一·礼异,三校,V02-P024,用具杂器,箱、席,梁正旦，使北使乘车至阙下，入端门。其门上层题曰朱明观，次曰应门，门下有大画鼓。次曰太阳门，左有高楼，悬大钟，门右有朝堂，门辟，左右亦有二大画鼓。北使入门，击钟磬……
器物技艺,器物技艺,衣饰,衣饰,2,卷一·礼异,三校,V02-P024,衣饰,冠、带、裙,梁正旦，使北使乘车至阙下，入端门。其门上层题曰朱明观，次曰应门，门下有大画鼓。次曰太阳门，左有高楼，悬大钟，门右有朝堂，门辟，左右亦有二大画鼓。北使入门，击钟磬……
建筑寺塔,建筑寺塔,宫殿城楼,宫殿城楼,2,卷一·礼异,三校,V02-P025,宫殿城楼,殿、台、门、苑,魏使李同轨、陆操聘梁，入乐游苑西门内青油幕下。梁主备三仗，乘舆从南门入，操等东面再拜，梁主北入林光殿。末几，引台使入。梁主坐皂帐，南面。诸宾及群官俱坐定，遣书舍……
器物技艺,器物技艺,用具杂器,用具杂器,2,卷一·礼异,三校,V02-P025,用具杂器,杯、帐,魏使李同轨、陆操聘梁，入乐游苑西门内青油幕下。梁主备三仗，乘舆从南门入，操等东面再拜，梁主北入林光殿。末几，引台使入。梁主坐皂帐，南面。诸宾及群官俱坐定，遣书舍……
饮食医药,饮食医药,食物饮品,食物饮品,2,卷一·礼异,三校,V02-P025,食物饮品,饮、面、酒,魏使李同轨、陆操聘梁，入乐游苑西门内青油幕下。梁主备三仗，乘舆从南门入，操等东面再拜，梁主北入林光殿。末几，引台使入。梁主坐皂帐，南面。诸宾及群官俱坐定，遣书舍……
饮食医药,饮食医药,医术药理,医术药理,2,卷一·礼异,三校,V02-P026,医术药理,丸、散,梁主常遣传诏童赐群臣岁旦酒、辟恶散、却鬼丸三种。
建筑寺塔,建筑寺塔,宫殿城楼,宫殿城楼,2,卷一·礼异,三校,V02-P027,宫殿城楼,阁、门,北朝婚礼，青布幔为屋，在门内外，谓之青卢，于此交拜。迎妇，夫家领百馀人，或十数人，随其奢俭，挟车俱呼新妇子，催出来，至新妇登车乃止。婿拜阁日，妇家亲宾妇女毕集，……
鬼怪妖魅,鬼怪妖魅,鬼,鬼,2,卷一·礼异,三校,V02-P028,鬼,鬼,律有甲娶，乙丙共戏甲。旁有柜，比之为狱，举置柜中，复之。甲因气绝，论当鬼薪。
植物,植物,果蔬,果蔬,2,卷一·礼异,三校,V02-P029,果蔬,粟、黍,近代婚礼，当迎妇，以粟三升填臼，席一枚以覆井，枲三斤以塞窗，箭三只置户上。妇上车，婿骑而环车三匝。女嫁之明日，其家作黍臛。女将上车，以蔽膝覆面。妇入门，舅姑以下……
器物技艺,器物技艺,武器,武器,2,卷一·礼异,三校,V02-P029,武器,箭、斤,近代婚礼，当迎妇，以粟三升填臼，席一枚以覆井，枲三斤以塞窗，箭三只置户上。妇上车，婿骑而环车三匝。女嫁之明日，其家作黍臛。女将上车，以蔽膝覆面。妇入门，舅姑以下……
器物技艺,器物技艺,用具杂器,用具杂器,2,卷一·礼异,三校,V02-P029,用具杂器,席、镜,近代婚礼，当迎妇，以粟三升填臼，席一枚以覆井，枲三斤以塞窗，箭三只置户上。妇上车，婿骑而环车三匝。女嫁之明日，其家作黍臛。女将上车，以蔽膝覆面。妇入门，舅姑以下……
天文地理,天文地理,天象,天象,2,卷一·礼异,三校,V02-P029,天象,日、月,近代婚礼，当迎妇，以粟三升填臼，席一枚以覆井，枲三斤以塞窗，箭三只置户上。妇上车，婿骑而环车三匝。女嫁之明日，其家作黍臛。女将上车，以蔽膝覆面。妇入门，舅姑以下……
梦兆占卜,梦兆占卜,占卜预言,占卜预言,2,卷一·礼异,三校,V02-P030,占卜预言,命,婚礼，纳采有合一欢 嘉禾、阿胶、九子蒲、朱苇、双石、绵絮、长命缕、干漆。九事皆有词：胶漆取其固；绵絮取其调柔；蒲苇为心，可屈可伸也；嘉禾，分福也；双石，义在两固……
器物技艺,器物技艺,衣饰,衣饰,2,卷一·礼异,三校,V02-P031,衣饰,带、履,北朝妇人，常以冬至日进履袜及靴；正月进箕帚、长生花，立春进春书，以青绘为只，刻龙像衔之，或为虾蟆；五月进五时图、五时花，施帐之上。是日又进长命缕、宛转绳，皆结为……
天文地理,天文地理,天象,天象,2,卷一·礼异,三校,V02-P031,天象,日、月,北朝妇人，常以冬至日进履袜及靴；正月进箕帚、长生花，立春进春书，以青绘为只，刻龙像衔之，或为虾蟆；五月进五时图、五时花，施帐之上。是日又进长命缕、宛转绳，皆结为……
建筑寺塔,建筑寺塔,宫殿城楼,宫殿城楼,2,卷一·礼异,三校,V02-P032,宫殿城楼,殿、阁,秦汉以来，于天子言陛下，于皇太子言殿下，将言麾下，使者言节下，毂下，二千石长史言阁下，父母言膝下，通类相言于足下。
动物,动物,爬行两栖,爬行两栖,3,卷一·天咫,三校,V03-P033,爬行两栖,蟾、蜍,旧言月中有桂，有蟾蜍，故异书言月桂高五百丈，下有一人常斫之，树创随合。人姓吴名刚，西河人，学仙有过，谪令伐树。释氏书言须弥山南面有阎扶树，月过，树影入月中。或言……
梦兆占卜,梦兆占卜,祥瑞灾异,祥瑞灾异,3,卷一·天咫,三校,V03-P033,祥瑞灾异,异、水,旧言月中有桂，有蟾蜍，故异书言月桂高五百丈，下有一人常斫之，树创随合。人姓吴名刚，西河人，学仙有过，谪令伐树。释氏书言须弥山南面有阎扶树，月过，树影入月中。或言……
天文地理,天文地理,地理山水,地理山水,3,卷一·天咫,三校,V03-P033,地理山水,山、水、河,旧言月中有桂，有蟾蜍，故异书言月桂高五百丈，下有一人常斫之，树创随合。人姓吴名刚，西河人，学仙有过，谪令伐树。释氏书言须弥山南面有阎扶树，月过，树影入月中。或言……
人物政事,人物政事,帝王,帝王,3,卷一·天咫,三校,V03-P034,帝王,帝、上、玄宗,僧行博览无不知，尤善于数，钩深藏往，当时学者莫能测。幼时家贫，邻有王姥，前后济之数十万。及行开元中承上敬遇，言无不可，常思报之。寻王姥儿犯杀人罪，狱未具。姥访行……
人物政事,人物政事,将相臣子,将相臣子,3,卷一·天咫,三校,V03-P034,将相臣子,臣、令,僧行博览无不知，尤善于数，钩深藏往，当时学者莫能测。幼时家贫，邻有王姥，前后济之数十万。及行开元中承上敬遇，言无不可，常思报之。寻王姥儿犯杀人罪，狱未具。姥访行……
建筑寺塔,建筑寺塔,宫殿城楼,宫殿城楼,3,卷一·天咫,三校,V03-P034,宫殿城楼,殿、门、坊,僧行博览无不知，尤善于数，钩深藏往，当时学者莫能测。幼时家贫，邻有王姥，前后济之数十万。及行开元中承上敬遇，言无不可，常思报之。寻王姥儿犯杀人罪，狱未具。姥访行……
佛道宗教,佛道宗教,佛法,佛法,3,卷一·天咫,三校,V03-P034,佛法,释、梵、僧、寺,僧行博览无不知，尤善于数，钩深藏往，当时学者莫能测。幼时家贫，邻有王姥，前后济之数十万。及行开元中承上敬遇，言无不可，常思报之。寻王姥儿犯杀人罪，狱未具。姥访行……
梦兆占卜,梦兆占卜,占卜预言,占卜预言,3,卷一·天咫,三校,V03-P034,占卜预言,星、命,僧行博览无不知，尤善于数，钩深藏往，当时学者莫能测。幼时家贫，邻有王姥，前后济之数十万。及行开元中承上敬遇，言无不可，常思报之。寻王姥儿犯杀人罪，狱未具。姥访行……
梦兆占卜,梦兆占卜,祥瑞灾异,祥瑞灾异,3,卷一·天咫,三校,V03-P034,祥瑞灾异,祥、旱,僧行博览无不知，尤善于数，钩深藏往，当时学者莫能测。幼时家贫，邻有王姥，前后济之数十万。及行开元中承上敬遇，言无不可，常思报之。寻王姥儿犯杀人罪，狱未具。姥访行……
天文地理,天文地理,天象,天象,3,卷一·天咫,三校,V03-P034,天象,日、星、霜,僧行博览无不知，尤善于数，钩深藏往，当时学者莫能测。幼时家贫，邻有王姥，前后济之数十万。及行开元中承上敬遇，言无不可，常思报之。寻王姥儿犯杀人罪，狱未具。姥访行……
人物政事,人物政事,帝王,帝王,3,卷一·天咫,三校,V03-P035,帝王,帝、上,永贞年，东市百姓王布，知书，藏镪千万，商旅多宾之。有女年十四五，艳丽聪晤，鼻两孔各垂息肉，如皂荚子，其根如麻线，长寸许，触之痛入心髓。其父破钱数百万治之，不差。……
人物政事,人物政事,僧尼,僧尼,3,卷一·天咫,三校,V03-P035,僧尼,僧、梵僧,永贞年，东市百姓王布，知书，藏镪千万，商旅多宾之。有女年十四五，艳丽聪晤，鼻两孔各垂息肉，如皂荚子，其根如麻线，长寸许，触之痛入心髓。其父破钱数百万治之，不差。……
建筑寺塔,建筑寺塔,宫殿城楼,宫殿城楼,3,卷一·天咫,三校,V03-P035,宫殿城楼,门、坊,永贞年，东市百姓王布，知书，藏镪千万，商旅多宾之。有女年十四五，艳丽聪晤，鼻两孔各垂息肉，如皂荚子，其根如麻线，长寸许，触之痛入心髓。其父破钱数百万治之，不差。……
佛道宗教,佛道宗教,佛法,佛法,3,卷一·天咫,三校,V03-P035,佛法,梵、僧,永贞年，东市百姓王布，知书，藏镪千万，商旅多宾之。有女年十四五，艳丽聪晤，鼻两孔各垂息肉，如皂荚子，其根如麻线，长寸许，触之痛入心髓。其父破钱数百万治之，不差。……
饮食医药,饮食医药,医术药理,医术药理,3,卷一·天咫,三校,V03-P035,医术药理,药、治、疾、方,永贞年，东市百姓王布，知书，藏镪千万，商旅多宾之。有女年十四五，艳丽聪晤，鼻两孔各垂息肉，如皂荚子，其根如麻线，长寸许，触之痛入心髓。其父破钱数百万治之，不差。……
