volume_index,volume_title,source,paragraph_id,duplicate_broad_categories,duplicate_specific_subjects,text
32,卷十六·广动植之一,三校,V32-P633,人物政事、动物,帝王、鸟类,嗽金鸟，出昆明国。形如雀，色黄，常翱翔于海上。魏明帝时，其国来献此鸟。饴以真珠及龟脑，常吐金屑如粟，铸之乃为器服。宫人争以鸟所吐金为钗珥，谓之辟寒金，以鸟不畏寒……
32,卷十六·广动植之一,三校,V32-P644,动物、饮食医药、天文地理,兽类、食物饮品、医术药理、天象、地理山水,又言，龙象六十岁，骨方足。今荆地象色黑，两牙，江猪也。咸亨二年，周澄国遣使上表，言：「诃伽国有白象，首垂四牙，身运五足，象之所在，其土必丰。以水洗牙，饮之愈疾。……
32,卷十六·广动植之一,三校,V32-P645,鬼怪妖魅、饮食医药、天文地理,仙神、医术药理、天象,"虎交而月晕。仙人郑思远常骑虎，故人许隐齿痛求治，郑曰：""唯得虎须，及热插齿间即愈。""郑为拔数茎与之，因知虎须治齿也。虎杀人，能令尸起自解衣，方食之。虎威如乙字，……"
32,卷十六·广动植之一,三校,V32-P646,动物、植物、饮食医药,兽类、花草、药草、食物饮品、医术药理,马，虏中护兰马，玉白马也，亦曰玉面谙真马，十三岁马也。以十三岁已下，可以留种。旧种马，戎马八尺，田马七尺，怒马六尺。瓜州饲马以薲草，沙州以茨萁，凉州以勃突浑，蜀……
32,卷十六·广动植之一,三校,V32-P649,人物政事、天文地理,帝王、地理山水,北虏之先索国有泥师都，二妻生四子。子化为鸿，遂委三子，谓曰：「尔可从古旃。」古旃，牛也。三子因随牛，牛所粪，悉成肉酪。太原县北有银牛山，汉建武二十年，有人骑白牛……
32,卷十六·广动植之一,三校,V32-P652,动物、器物技艺、饮食医药、天文地理,兽类、乐器、医术药理、地理山水,犀之通天者必恶影，常饮浊水。当其溺时，人趁不复移足。角之理，形似百物。或云犀角通者是其病，然其理有倒插、正插、腰鼓插。倒者，半已下通。正者，半已上通。腰鼓者，中……
32,卷十六·广动植之一,三校,V32-P665,动物、天文地理、异域物产,兽类、地理山水、异国,大尾羊，康居出大尾羊，尾上旁广，重十斤。又僧玄奘至西域，大雪山高岭下有一村养羊，大如驴。罽宾国出野青羊，尾如翠色，土人食之。
33,卷十七·广动植之二,三校,V33-P667,佛道宗教、天文地理,佛法、地理山水,井鱼，井鱼脑有穴，每翕水辄于脑穴蹙出，如飞泉散落海中，舟人竟以空器贮之。海水咸苦，经鱼脑穴出反淡，如泉水焉。成式见焚僧菩提胜说。
33,卷十七·广动植之二,三校,V33-P668,动物、器物技艺,鱼类、武器,异鱼，东海渔人言，近获鱼，长五六尺，肠胃成胡鹿刀槊之状，或号秦皇鱼。
33,卷十七·广动植之二,三校,V33-P671,动物、天文地理,鱼类、地理山水,乌贼，旧说名河伯度事小吏，遇大鱼辄放墨，方数尺，以混其身。江东人或取墨书契，以脱人财物，书迹如淡墨，逾年字消，唯空纸耳。海人言，昔秦皇东游，弃算袋于海，化为此鱼……
33,卷十七·广动植之二,三校,V33-P675,动物、器物技艺,鱼类、用具杂器,印鱼，长一尺三寸，额上四方如印，有字。诸大鱼应死者，先以印封之。
33,卷十七·广动植之二,三校,V33-P677,动物、饮食医药、梦兆占卜、天文地理,鱼类、食物饮品、祥瑞灾异、地理山水,鲵鱼，如鲇，四足长尾，能上树。天旱辄含水上山，以草叶覆身，张口，鸟来饮水，因吸食之，声如小儿。峡中人食之，先缚于树鞭之，身上白汗出如构汁，此方可食，不尔有毒。
33,卷十七·广动植之二,三校,V33-P680,建筑寺塔、天文地理,宫殿城楼、地理山水,温泉中鱼，南人随溪有三亭城，城下温泉中生小鱼。
33,卷十七·广动植之二,三校,V33-P687,动物、天文地理,兽类、地理山水,平原郡贡糖蟹，采于河间界。每年生贡，斩冰火照，悬老犬肉，蟹觉老犬肉即浮，因取之。一枚直百金。以毡蜜束于驿马，驰至于京。
34,卷十七·广动植之二,三校,V34-P700,人物政事、动物、建筑寺塔、梦兆占卜、天文地理,隐逸高人、昆虫、宫殿城楼、占卜预言、地理山水,蚁，秦中多巨黑蚁，好斗，俗呼为马蚁。次有色窃赤者。细蚁中有黑者，迟钝，力举等身铁。有窃黄者，最有兼弱之智。成式儿戏时，尝以棘刺标蝇，置其来路，此蚁触之而返，或去……
34,卷十七·广动植之二,三校,V34-P710,人物政事、饮食医药,帝王、医术药理,冷蛇，申王有肉疾，腹垂至，每出则以百练束之，至暑月，常息不可过。玄宗诏南方取冷蛇二条赐之，蛇长数尺，色白，不螫人，执之冷如握冰。申王腹有数约，夏月置于约中，……
34,卷十七·广动植之二,三校,V34-P712,建筑寺塔、天文地理,宫殿城楼、天象,白蜂窠，成式修竹里私第，果园数亩。壬戌年，有蜂如麻子蜂，胶土为窠于庭前檐，大如鸡卵，色正白可爱。家弟恶而坏之，其冬果衅钟手足。《南史》言，宋明帝恶言白门。《金楼……
34,卷十七·广动植之二,三校,V34-P730,人物政事、饮食医药、天文地理,道士方士、医术药理、地理山水,虱，旧说虱虫饮赤龙所浴水则愈。虱恶水银。人有病虱者，虽香衣沐浴不得已。道士崔白言，荆州秀才张告，尝扪得两头虱。有草生山足湿处，叶如百合，对叶独茎，茎微赤，高一二……
34,卷十七·广动植之二,三校,V34-P731,动物、异域物产,昆虫、异国,蝗，荆州有帛师，号法通，本安西人。少于东天竺出家，言蝗虫腹下有梵字，或白天下来者，乃忉利天梵天来者。西域验其字作木天坛法禳之。今蝗虫首有「王」字，固自不可晓。或……
34,卷十七·广动植之二,三校,V34-P736,人物政事、动物、建筑寺塔、梦兆占卜、天文地理,隐逸高人、昆虫、宫殿城楼、占卜预言、地理山水,蚁，秦中多巨黑蚁，好斗，俗呼为马蚁。次有色窃赤者。细蚁中有黑者，迟钝，力举等身铁。有窃黄者，最有兼弱之智。成式儿戏时，尝以棘刺标蝇，置其来路，此蚁触之而返，或去……
34,卷十七·广动植之二,三校,V34-P746,人物政事、饮食医药,帝王、医术药理,冷蛇，申王有肉疾，腹垂至骭，每出则以百练束之，至暑月，常骭息不可过。玄宗诏南方取冷蛇二条赐之，蛇长数尺，色白，不螫人，执之冷如握冰。申王腹有数约，夏月置于约中，……
34,卷十七·广动植之二,三校,V34-P748,建筑寺塔、天文地理,宫殿城楼、天象,白蜂窠，成式修竹里私第，果园数亩。壬戌年，有蜂如麻子蜂，胶土为窠于庭前檐，大如鸡卵，色正白可爱。家弟恶而坏之，其冬果衅钟手足。《南史》言，宋明帝恶言白门。《金楼……
34,卷十七·广动植之二,三校,V34-P766,人物政事、饮食医药、天文地理,道士方士、医术药理、地理山水,虱，旧说虱虫饮赤龙所浴水则愈。虱恶水银。人有病虱者，虽香衣沐浴不得已。道士崔白言，荆州秀才张告，尝扪得两头虱。有草生山足湿处，叶如百合，对叶独茎，茎微赤，高一二……
34,卷十七·广动植之二,三校,V34-P767,动物、异域物产,昆虫、异国,"蝗，荆州有帛师，号法通，本安西人。少于东天竺出家，言蝗虫腹下有梵字，或白天下来者，乃忉利天梵天来者。西域验其字作木天坛法禳之。今蝗虫首有""王""字，固自不可晓。或……"
34,卷十七·广动植之二,三校,V34-P769,植物、建筑寺塔,树木、宫殿城楼,松，今言两粒、五粒，粒当言鬣。成式修竹里私第，大堂前有五鬣松两根，大财如碗，甲子年结实，味如新罗、南诏者不别。五鬣松皮不鳞，中使仇士良水磑亭子在城东，有两鬣皮不……
34,卷十七·广动植之二,三校,V34-P777,建筑寺塔、梦兆占卜,宫殿城楼、祥瑞灾异,"异木，大历中，成都百姓郭远，因樵获瑞木一茎，理成字曰""天下太平""，诏藏于秘阁。"
34,卷十七·广动植之二,三校,V34-P781,人物政事、天文地理、超自然力量,帝王、天象、地理山水、灵异物件,甘子，天宝十年，上谓宰臣曰：「近日于宫内种甘子数株，今秋结实一百五十颗，与江南蜀道所进不异。」宰臣贺表曰：「雨露所均，混天区而齐被；草木有性，凭地气而潜通。故得……
34,卷十七·广动植之二,三校,V34-P785,人物政事、植物,帝王、花草、果蔬,汉帝杏，济南郡之东南有分流山，山上多杏，大如梨，黄如橘，土人谓之汉帝杏，亦曰金杏。
34,卷十七·广动植之二,三校,V34-P791,人物政事、植物、佛道宗教、超自然力量,将相臣子、树木、花草、果蔬、佛法、道法、灵异物件,娑罗，巴陵有寺，僧房床下忽生木，随伐随长。外国僧见曰：「此娑罗也。」元嘉初，出花如莲。天宝初，安西道进娑罗枝，状言：「臣所管四镇，有拔汗那最为密近，木有娑罗树，……
34,卷十七·广动植之二,三校,V34-P798,植物、饮食医药,果蔬、食物饮品,蒲萄，俗言蒲萄蔓好引于西南。庾信谓魏使尉瑾曰：「我在邺，遂大得蒲萄，奇有滋味。」陈昭曰：「作何形状？」徐君房曰：「有类软枣。」信曰：「君殊不体物，可得言似生荔枝……
34,卷十七·广动植之二,三校,V34-P799,建筑寺塔、器物技艺,寺观塔庙、用具杂器,贝丘之南有蒲萄谷，谷中蒲萄，可就其所食之，或有取归者即失道，世言王母蒲萄也。天宝中，沙门昙霄因游诸岳，至此谷，得蒲萄食之。又见枯蔓堪为杖，大如指，五尺余，持还本……
34,卷十七·广动植之二,三校,V34-P806,植物、建筑寺塔、器物技艺、佛道宗教、梦兆占卜,花草、寺观塔庙、用具杂器、佛法、道法、祥瑞灾异,菩提树，出摩伽陀国，在摩诃菩提寺，盖释迦如来成道时树，名思惟树。茎干黄白，枝叶青翠，经冬不凋。至佛入灭日，变色凋落，过已还生。至此日，国王人民大作佛事，收叶而归……
34,卷十七·广动植之二,三校,V34-P813,植物、饮食医药,花草、医术药理,无石子，出波斯国，波斯呼为摩贼。树长六七丈，围八九尺，叶似桃叶而长。三月开花，白色，花心微红。子圆如弹丸，初青，熟乃黄白。虫食成孔者正熟，皮无孔者入药用。其树年……
34,卷十七·广动植之二,三校,V34-P814,天文地理、异域物产,天象、异国,紫树，出真腊国，真腊国呼为勒佉。亦出波斯国。树长一丈，枝条郁茂，叶似橘，经冬而凋。三月开花，白色，不结子。天大雾露及雨沾濡，其树枝条即出紫。波斯国使乌海及沙利深……
34,卷十七·广动植之二,三校,V34-P816,植物、异域物产,果蔬、异国,婆那娑树，出波斯国，亦出拂林，呼为阿蔀嚲。树长五六丈，皮色青绿，叶极光净，冬夏不凋。无花结实，其实从树茎出，大如冬瓜，有壳裹之，壳上有刺，瓤至甘甜，可食。核大如……
34,卷十七·广动植之二,三校,V34-P818,植物、异域物产,花草、异国,偏桃，出波斯国，波斯国呼为婆淡。树长五六丈，围四五尺，叶似桃而阔大。三月开花，白色。花落结实，状如桃子而形偏，故谓之偏桃。其肉苦涩，不可啖。核中仁甘甜，西域诸国……
34,卷十七·广动植之二,三校,V34-P819,植物、异域物产,果蔬、异国,槃砮穑树，出波斯国。亦出拂林国，拂林呼为群汉。树长三丈，围四五尺，叶似细榕，经寒不凋。花似橘，白色。子绿，大如酸枣，其味甜腻，可食。西域人压为油以涂身，可去风痒……
34,卷十七·广动植之二,三校,V34-P820,植物、饮食医药、异域物产,花草、果蔬、食物饮品、异国,齐暾树，出波斯国。亦出拂林国，拂林呼为齐虚。树长二三丈，皮青白，花似柚，极芳香。子似杨桃，五月熟。西域人压为油以煮饼果，如中国之用巨胜也。
34,卷十七·广动植之二,三校,V34-P824,植物、饮食医药、异域物产,花草、医术药理、异国,香齐，出波斯国。拂林呼为顸勃梨咃。长丈余，围尺许。皮色青薄而极光净，叶似阿魏，每三叶生于条端，无花实。西域人常八月伐之，至腊月更抽新条，极滋茂。若不剪除，反枯死……
34,卷十七·广动植之二,三校,V34-P825,植物、异域物产,花草、异国,波斯皂荚，出波斯国，呼为忽野檐默。拂林呼为阿梨去伐。树长三四丈，围四五尺，叶似构缘而短小，经寒不凋。不花而实，其荚长二尺，中有隔。隔内各有一子，大如指头，赤色，……
34,卷十七·广动植之二,三校,V34-P829,植物、天文地理、异域物产,花草、地理山水、异国,野悉蜜，出拂林国，亦出波斯国。苗长七八尺，叶似梅叶，四时敷荣。其花五出，白色，不结子。花若开时，遍野皆香，与岭南詹糖相类。西域人常采其花压以为油，甚香滑。
34,卷十七·广动植之二,三校,V34-P830,植物、异域物产,果蔬、异国,阿驿，波斯国呼为阿馹，拂林呼为底珍。树长丈四五，枝叶繁茂。叶有五出，似椑麻。无花而实，实赤色，类椑子，味似甘柿，月熟。
34,卷十七·广动植之二,三校,V34-P832,植物、器物技艺、天文地理,药草、用具杂器、地理山水,大历八年，庐江县紫芝生，高丈五尺。芝类至多：参成芝，断而可续。夜光芝，株九实。实坠地如七寸镜，视如牛目，茅君种于句曲山。隐辰芝，状如斗，以屋为节，以茎为刚。
34,卷十七·广动植之二,三校,V34-P833,动物、建筑寺塔、佛道宗教、天文地理,鸟类、宫殿城楼、道法、地理山水,《仙经》言，穿地六尺，以鐶实一枚种之，灌以黄水五合，以土坚筑之。三年生苗如匏。实如桃，五色，名凤脑芝。食其实，唾地为凤，乘升太极。白符芝，大雪而华。五德芝，如车……
34,卷十七·广动植之二,三校,V34-P835,人物政事、建筑寺塔、佛道宗教、丧葬冥界,僧尼、寺观塔庙、佛法、丧葬,苔，慈恩寺唐三藏院后檐阶，开成末有苔，状如苦苣。初于砖上，色如盐绿，轻嫩可爱。谈论僧义林，太和初改葬棋法师，初开冢，香气袭人，侧卧砖台上，形如生。砖上苔厚二寸余……
34,卷十七·广动植之二,三校,V34-P836,植物、建筑寺塔、天文地理,树木、宫殿城楼、天象,瓦松，崔融《瓦松赋序》曰：「崇文馆瓦松者，产于屋溜之下。谓之木也，访山客而未详。谓之草也，验农皇而罕记。」赋云：「煌煌特秀，状金芝之产溜；历历虚悬，若星榆之种天……
34,卷十七·广动植之二,三校,V34-P837,人物政事、植物、建筑寺塔、器物技艺、饮食医药,帝王、花草、宫殿城楼、衣饰、医术药理,《博雅》：「在屋曰昔耶，在墙曰垣衣。」《广志》谓之兰香，生于久屋之瓦。魏明帝好之，命长安西载其瓦于洛阳，以覆屋。前代词人诗中多用昔耶，梁简文帝《咏蔷薇》曰：「缘……
34,卷十七·广动植之二,三校,V34-P843,人物政事、植物、建筑寺塔、器物技艺、佛道宗教、饮食医药、梦兆占卜、天文地理、超自然力量,将相臣子、花草、寺观塔庙、用具杂器、佛法、食物饮品、医术药理、占卜预言、祥瑞灾异、天象、地理山水、灵异物件,牡丹，前史中无说处，唯《谢康乐集》中言竹间水际多牡丹。成式捡隋朝《种植法》七十卷中，初不记说牡丹，则知隋朝花药中所无也。开元末，裴士淹为郎官，奉使幽冀回，至汾州……
34,卷十七·广动植之二,三校,V34-P844,植物、建筑寺塔、佛道宗教、饮食医药,花草、寺观塔庙、道法、食物饮品,兴唐寺有牡丹窠，元和中着花千二百朵。其色有正晕、倒晕、浅红、浅紫、深紫、黄白檀等，独无深红。又有花叶中无抹心者。重台花者，其花面径七八寸。兴善寺素师院牡丹，色绝……
34,卷十七·广动植之二,三校,V34-P846,植物、建筑寺塔、佛道宗教、饮食医药、梦兆占卜、天文地理,花草、寺观塔庙、佛法、医术药理、祥瑞灾异、地理山水,茄子，茄字本莲茎名，革遐反。今呼伽，未知所自。成式因就节下食有伽子数蒂，偶问工部员外郎张周封伽子故事，张云：「名落苏，事具《食疗本草》。此误作《食疗本草》，元出……
34,卷十七·广动植之二,三校,V34-P847,植物、建筑寺塔、器物技艺、佛道宗教、天文地理、超自然力量,树木、宫殿城楼、用具杂器、衣饰、佛法、天象、灵异物件,异菌，开城元年春，成式修竹里私第书斋前，有枯紫荆数枝蠹折，因伐之，余尺许。至三年秋，枯根上生菌，大如斗。下布五足，顶黄白两晕，绿垂裙如鹅鞴，高尺余。至午，色变黑……
34,卷十七·广动植之二,三校,V34-P852,植物、天文地理,花草、地理山水,睡莲，南海有睡莲，夜则花低入水。屯田韦郎中从事南海，亲见。
34,卷十七·广动植之二,三校,V34-P866,植物、异域物产,果蔬、异国,蔓胡桃，出南诏。大如扁螺，两隔，味如胡桃。或言蛮中藤子也。
34,卷十七·广动植之二,三校,V34-P882,动物、鬼怪妖魅,鸟类、仙神,乌蓬，叶如鸟翅，俗呼为仙人花。
34,卷十七·广动植之二,三校,V34-P890,动物、天文地理,鸟类、地理山水,地日草，南方有地日草。三足鸟欲下食此草，羲和之驭，以手掩乌目，食此则美闷不复动。东方朔言，为小儿时，井陷，坠至地下，数十年无所寄托。有人引之，令往此草中，隔红泉……
35,卷二十·肉攫部,三校,V35-P893,动物、天文地理,鸟类、天象,取鹰法，七月二十日为上时，内地者多，塞外者殊少。八月上旬为次时。八月下旬为下时，塞外鹰毕至矣。鹰网目方寸八分，从八十目，横五十目，以黄蘖和杼汁染之，令与地色相类……
35,卷二十·肉攫部,三校,V35-P898,动物、天文地理,鸟类、天象,雕角鹰等，三月一日停放，四月上旬置笼。
35,卷二十·肉攫部,三校,V35-P903,动物、器物技艺、天文地理,鸟类、衣饰、天象,齐王高纬武平六年，得幽州行台仆射河东潘子光所送白鸽，合身如雪色。视臆前微微有纵白斑之理，理色暧昧如纁。觜本之色微带青白，向末渐乌。其爪亦同于觜。蜡胫并作黄白赤。……
35,卷二十·肉攫部,三校,V35-P906,人物政事、动物,帝王、鸟类,又高帝武平初，领军将军赵野叉献白免鹰一联，头及顶遥看悉白，近边熟视，乃有紫迹在毛心。其背上以白地紫迹点其毛心，紫外有白赤周绕，白色之外以黑为缘。翅毛亦以白为地，……
35,卷二十·肉攫部,三校,V35-P922,植物、天文地理,树木、地理山水,黑皂鹂，大者五斤，生渔阳山松杉树上，多死。时有快者，章武飞。白皂鹂，大者五斤，生渔阳、白道、河阳、漠北，所在皆有。生柏枯树上，便鸟，向灵丘、中山、范阳、章武飞。……
36,续·支诺皋上,三校,X36-P928,动物、器物技艺、饮食医药、天文地理,兽类、衣饰、食物饮品、医术药理、天象,新罗国有第贵族金哥。其远祖名旁，有弟人，甚有家财。其兄旁因分居，乞衣食，国人有与其隙地亩，乃求蚕穀种于弟，弟蒸而与之，不知也。至蚕时，有蚕生焉，目长寸余，居旬大……
36,续·支诺皋上,三校,X36-P929,建筑寺塔、器物技艺、佛道宗教,寺观塔庙、用具杂器、佛法,临濑西北有寺，寺僧智通，常持《法华经》入禅。每晏坐，必求寒林静境，殆非人所至。经数年，忽夜有人环其院呼智通，至晓声方息。历三夜，声侵户，智通不耐，应曰：「汝呼我……
36,续·支诺皋上,三校,X36-P930,器物技艺、丧葬冥界、梦兆占卜、天文地理、超自然力量,用具杂器、衣饰、丧葬、占卜预言、地理山水、灵异物件,南人相传，秦汉前有洞主吴氏，土人呼为吴洞。娶两妻，妻卒。有女名叶限，少惠，善陶金，父爱之。末岁父卒，为后母所苦，常令樵险汲深。时尝得鳞，二寸余，赬鬐金目，遂潜养……
36,续·支诺皋上,三校,X36-P931,建筑寺塔、饮食医药,宫殿城楼、医术药理,太和五年，复州医人王超，善用针，病无不差。于午忽无病死，经宿而苏。言始梦至处，城壁台殿如王者居。见人卧，召前袒视，左髆有肿，大如杯。令超治之，即为针出脓升余。顾……
36,续·支诺皋上,三校,X36-P932,饮食医药、梦兆占卜、天文地理,医术药理、占卜预言、天象,前秀才李鹄觐于颍川，夜至一驿，才卧，见物如猪者突上厅阶。鹄惊走，透后门，投驿厩，潜身草积中，屏息且伺之。怪亦随至，声绕草积数匝，瞪目相视鹄所潜处，忽变为巨星，腾……
36,续·支诺皋上,三校,X36-P934,动物、佛道宗教,昆虫、佛法,贞元中，蜀郡有僧志功，言住宝相寺持经。夜久，忽有飞虫五六枚，大如蝇，金色，迭飞起灯焰。或蹲于炷花上鼓翅，与火色，久乃灭焰中。如此数夕。童子击堕枚，乃薰陆香也，亦……
36,续·支诺皋上,三校,X36-P935,动物、建筑寺塔、器物技艺、饮食医药、梦兆占卜,兽类、宫殿城楼、用具杂器、衣饰、食物饮品、占卜预言,元和初，上都东市恶少李和子，父努眼。和子性忍，常攘狗及猫食之，为坊市之患。常臂鹞立于衢，见二人紫衣，呼曰：「公非李努眼子名和子乎？」和子即遽只揖。又曰：「有故，……
36,续·支诺皋上,三校,X36-P936,植物、饮食医药,树木、医术药理,贞元末，开州军将冉从长轻财好事，而州之儒生道者多依之。有画人宁采图为《竹林会》，甚工。坐客郭萱、柳成二秀才，每以气相轧。柳忽眄图谓主人曰：「此画巧于体势，失于意……
36,续·支诺皋上,三校,X36-P938,器物技艺、梦兆占卜,衣饰、梦兆,柳璟知举年，有国子监明经，失姓名，昼寝，梦徙倚于监门。有一人负衣囊，衣黄，访明经姓氏。明经语之，其人笑曰：「君来春及第。」明经因访邻房乡曲五六人，或言得者，明经……
36,续·支诺皋上,三校,X36-P939,建筑寺塔、梦兆占卜、天文地理,宫殿城楼、占卜预言、天象、地理山水,潞州军校郭谊，先为邯郸郡牧使，因兄亡，遂于郓州举其先，同茔葬于磁州滏阳县之西岗。县界接山，土中多石，有力葬者，率皆凿石为穴。谊之所卜亦凿焉。积日倍工，忽透一穴。……
36,续·支诺皋上,三校,X36-P940,器物技艺、佛道宗教、天文地理,用具杂器、佛法、天象,伊阙县令李师晦，有兄弟任江南官，与僧往还。常入采药，遇暴风雨，避于欹树。须臾大震，有物瞥然坠地。倏而朗睛，僧就视，乃石，形如乐器，可以悬击者。其上平齐如削，其中……
36,续·支诺皋上,三校,X36-P943,人物政事、动物、器物技艺、丧葬冥界、饮食医药、天文地理,道士方士、兽类、用具杂器、衣饰、冥界、食物饮品、医术药理、天象,醴泉尉崔汾仲兄居长安崇贤里。夏月乘凉于庭际，疏旷月色，方午风过，觉有异香。顷间，闻南垣土动簌簌，崔生意其蛇鼠也。忽睹道士，大言曰：「大好月色。」崔惊惧遽走。道士……
36,续·支诺皋上,三校,X36-P944,器物技艺、佛道宗教、饮食医药、梦兆占卜、天文地理、超自然力量,衣饰、佛法、食物饮品、祥瑞灾异、天象、灵异物件,辛秘五经擢第后，常州赴婚。行至陕，因息于树阴。傍有乞儿箕坐，痂面虮衣，访辛行止，辛不耐而去，乞儿亦随之。辛马劣，不能相远，乞儿强言不已。前及衣绿者，辛揖而与之语……
37,续·支诺皋中,三校,X37-P945,人物政事、建筑寺塔,将相臣子、宫殿城楼,上都浑宅，戟门内小槐树，树有穴，大如钱。每夜月霁后，有蚓如巨臂，长二尺余，白颈红斑，领数百条如索，缘树枝条。及晓，悉入穴。或时众鸣，往往成曲。学士张乘言，浑令公……
37,续·支诺皋中,三校,X37-P946,植物、建筑寺塔,花草、宫殿城楼,东都尊贤坊田令宅，中门内有紫牡丹成树，发花千朵。花盛时，每月夜有小人五六，长尺余，游于上。如此七八年。人将掩之，辄失所在。
37,续·支诺皋中,三校,X37-P947,人物政事、动物、佛道宗教、天文地理,帝王、兽类、佛法、天象,太和七年，上都青龙寺僧契宗，俗家在樊州。其兄樊竟，因病热，乃狂言虚笑。契宗精神总持，遂焚香敕勒。兄忽诟骂曰：「汝是僧，第归寺住持，何横于事？我止居在南柯，爱汝苗……
37,续·支诺皋中,三校,X37-P948,建筑寺塔、饮食医药、梦兆占卜、天文地理,宫殿城楼、食物饮品、祥瑞灾异、天象、地理山水,贞元中，望苑驿西有百姓王申，手植榆于路傍成林，构茅屋数椽，夏月常馈浆水于行人，官者即延憩具茗。有儿年十三，每令伺客。忽一日，白其父：「路有女子求水。」因令呼入。……
37,续·支诺皋中,三校,X37-P952,佛道宗教、饮食医药,佛法、医术药理,元和中，光宅坊百姓失名氏，其家有病者将困，迎僧持念，妻儿环守之。夕，众仿佛见人入户，众遂惊逐，乃投于瓮间。其家以汤沃之，得一袋，盖鬼间所谓搐气袋也。忽听空中有声……
37,续·支诺皋中,三校,X37-P955,建筑寺塔、佛道宗教,宫殿城楼、道法,上都务本坊，贞元中有家，因打墙掘地，遇石函。发之，见物如丝满函，飞出于外。惊视之次，忽有一人起于函，被白发，长丈余，振衣而起，出门失所在。其家亦无他。前记之中多……
37,续·支诺皋中,三校,X37-P959,人物政事、动物、器物技艺、佛道宗教、饮食医药、天文地理,帝王、将相臣子、兽类、用具杂器、衣饰、佛法、食物饮品、医术药理、天象,姚司马者，寄居汾州，宅枕溪。有二小女常戏钓溪中，未常有获。忽挠竿各得物，若鱣者而毛，若鳖者而鳃。其家异之，养以盆池。经年，二女精神恍惚，夜常明灯锉针，染蓝涅皂，……
37,续·支诺皋中,三校,X37-P960,植物、器物技艺、佛道宗教、梦兆占卜、天文地理、超自然力量,树木、花草、用具杂器、衣饰、佛法、占卜预言、祥瑞灾异、天象、灵异物件,东都龙门有处，相传广成子所居也。天宝中，北宗雅禅师者，于此处建兰若。庭中多古桐，枝干拂地。年中，桐始华，有异蜂，声如人吟咏。禅师谛视之，具体人也，但有翅长寸余。……
37,续·支诺皋中,三校,X37-P962,建筑寺塔、佛道宗教,宫殿城楼、佛法,上都僧太琼者，能讲《仁王经》。开元初，讲于奉化县京遥村，遂止村寺。经两夏，于日，持钵将上堂，阖门之次，有物坠檐前。时天才辨色，僧就视之，乃初生儿，其襁裼甚新。僧……
37,续·支诺皋中,三校,X37-P963,植物、建筑寺塔、器物技艺、佛道宗教、梦兆占卜、天文地理、超自然力量,药草、宫殿城楼、衣饰、佛法、祥瑞灾异、天象、地理山水、灵异物件,陕州西北白径岭上逻村村人田氏，常穿井得根，大如臂，节中粗，皮若茯苓，气似术。其家奉释，有像设数十，遂置于像前。田氏名登娘，年十六七，有容质，父常令供香火焉。经岁……
37,续·支诺皋中,三校,X37-P967,动物、建筑寺塔、饮食医药、梦兆占卜、天文地理、超自然力量,兽类、宫殿城楼、食物饮品、祥瑞灾异、地理山水、灵异物件,虢州五城县黑鱼谷，贞元中，百姓王用业炭于谷中。中有水，方数步，常见二黑鱼，长尺余，游于水上。用伐木饥困，遂食鱼。其弟惊曰：「此鱼或谷中灵物，兄奈何杀此！」有顷，……
37,续·支诺皋中,三校,X37-P968,人物政事、建筑寺塔、天文地理,将相臣子、宫殿城楼、天象,元和初，上都义宁坊有妇人风狂，俗呼为五娘，常止宿于永穆墙垣下。时中使茹大夫使于金陵，有狂者，众名之信夫，或歌或哭，往往验未来事，盛暑拥絮未常沾汗，冱寒袒露体无拘……
37,续·支诺皋中,三校,X37-P970,鬼怪妖魅、佛道宗教、饮食医药、梦兆占卜,仙神、道法、医术药理、占卜预言,建中末，书生何讽常买得黄纸古书一卷。读之，卷中得发卷，规四寸，如环无端，何因绝之。断处两头滴水升余，烧之作发气。讽尝言于道者，吁曰：「君固俗骨，遇此不能羽化，命……
37,续·支诺皋中,三校,X37-P971,梦兆占卜、天文地理,祥瑞灾异、地理山水,华阴县东七级赵村，村路因水啮成谷，梁之。村人日行车过桥，桥根坏，坠车焉，村人不复收。积三年，村正尝夜度桥，见群小儿聚火为戏。村正知其魅，射之，若中木声。火即灭，……
37,续·支诺皋中,三校,X37-P972,建筑寺塔、器物技艺、饮食医药,宫殿城楼、用具杂器、食物饮品,相国李公固言，元和六年下第游蜀，遇老姥，言：「郎君明年芙蓉镜下及第，后二纪拜相，当镇蜀土。某此时不复见郎君出将之荣也。」明年，果然状头及第，诗赋题有「人镜芙蓉」……
38,续·支诺皋下,三校,X38-P977,饮食医药、梦兆占卜,医术药理、占卜预言,开元末，蔡州上蔡县南李村百姓李简痫疾卒。瘗后十余日，有汝阳县百姓张弘义素不与李简相识，所居相去十余舍，亦因病死，经宿却活，不复认父母妻子，且言：「我是李简，家住……
38,续·支诺皋下,三校,X38-P978,人物政事、佛道宗教,僧尼、佛法,武宗六年，扬州海陵县还俗僧义本且死，托其弟言：「我死，必为我剃须发，衣僧衣三事。」弟如其言。义本经宿却活，言见二黄衣吏追至冥司，有若王者问曰：「此何州县？「吏言……
