volume_index,volume_title,source,paragraph_id,duplicate_broad_categories,duplicate_specific_subjects,text
38,续·支诺皋下,三校,X38-P979,饮食医药、天文地理,医术药理、天象,汴州百姓赵怀正，住光德坊。太和三年，妻阿贺常以女工致利。日，有人携石枕求售，贺环获焉。赵夜枕之，觉枕中如风雨声。因令妻子各枕夕，无所觉。赵枕辄复如旧，或喧悸不得……
38,续·支诺皋下,三校,X38-P980,鬼怪妖魅、器物技艺、佛道宗教、饮食医药、梦兆占卜、天文地理、超自然力量,鬼、衣饰、道法、医术药理、祥瑞灾异、天象、地理山水、法术仙术、灵异物件,成式三从房叔父某者，贞元末，自信安至洛，暮达瓜洲，宿于舟中。夜久，弹琴，觉舟外有嗟叹声，止息即无。如此数四，乃缓轸还寝。梦女子，年二十余，形悴衣败，前拜曰：「妾……
38,续·支诺皋下,三校,X38-P983,动物、佛道宗教,鱼类、佛法,越州有卢冉者，时举秀才，家贫，未及入京，因之顾头堰，堰在山阴县顾头村，与表兄韩确同居。自幼嗜鲙，在堰尝凭吏求鱼。韩方寝，梦身为鱼在潭，有相忘之乐。见二渔人乘艇张……
38,续·支诺皋下,三校,X38-P986,动物、建筑寺塔,鸟类、兽类、宫殿城楼,李正己本名怀玉，侯希逸之内弟也。侯镇淄青，署怀玉为兵马使。寻构飞语，侯怒，囚之，将置于法。怀玉抱冤无诉，于狱中累石象佛，默期冥报。时近腊日，心慕同侪，叹吒而睡。……
38,续·支诺皋下,三校,X38-P987,饮食医药、天文地理,医术药理、天象、地理山水,河南少尹韦绚，少时，常于夔州江岸见异虫。初疑棘针枝，从者惊曰：「此虫有灵，不可犯之。或致风雷。」韦试令踏地惊之，虫伏地如灭，细视地上若石脉焉。良久，渐起如旧。每……
38,续·支诺皋下,三校,X38-P988,建筑寺塔、佛道宗教、饮食医药、梦兆占卜、天文地理,宫殿城楼、佛法、医术药理、占卜预言、地理山水,永宁王相王涯三怪：淅米匠人苏润，本是王家炊人，至荆州方知，因问王家咎徵，言宅南有井，每夜常沸涌有声，昼窥之，或见铜厮罗，或见银熨斗者，水腐不可饮。又王相内斋有禅……
38,续·支诺皋下,三校,X38-P991,植物、鬼怪妖魅、建筑寺塔、器物技艺、佛道宗教、饮食医药、梦兆占卜、天文地理、超自然力量,花草、仙神、宫殿城楼、用具杂器、衣饰、佛法、食物饮品、占卜预言、天象、法术仙术,成都坊正张和。蜀郡有豪家子，富拟卓、郑，蜀之名姝，无不毕致。每按图求丽，媒盈其门，常恨无可意者。或言：「坊正张和，大侠也。幽房闺稚，无不知之，盍以诚投乎？」豪家……
38,续·支诺皋下,三校,X38-P993,动物、建筑寺塔、饮食医药、梦兆占卜、天文地理,鸟类、宫殿城楼、医术药理、占卜预言、天象、地理山水,忠州垫江县县吏冉端，开成初，父死。有严师者，善山冈，为卜地，云合有生气群聚之物。掘深丈余，遇蚁城，方数丈，外重雉堞皆具，子城谯橹工若雕刻。城内分径街，小垤相次。……
38,续·支诺皋下,三校,X38-P994,人物政事、动物、天文地理,道士方士、爬行两栖、地理山水,朱道士者，太和八年，常游庐山，憩于涧石。忽见蟠蛇，如堆缯锦，俄变为巨龟。访之山叟，云是玄武。
38,续·支诺皋下,三校,X38-P995,人物政事、佛道宗教、天文地理,道士方士、道法、天象,朱道士又曾游青城山丈人观，至龙桥，见岩下有枯骨，背石平坐，按手膝上，状如钩锁，附苔络蔓，色白如雪。云祖父已尝见，不知年代，其或炼形濯魄之士乎？
38,续·支诺皋下,三校,X38-P996,人物政事、建筑寺塔、天文地理,帝王、将相臣子、宫殿城楼、天象、地理山水,武宗之元年，戎州水涨，浮木塞江。刺史赵士宗召水军接水，约获百余段。公署卑小，地窄不复用，因并修开元寺。后月余日，有夷人逢人如猴，着故青衣，亦不辩何制，云：「关将……
38,续·支诺皋下,三校,X38-P997,建筑寺塔、器物技艺,寺观塔庙、衣饰,成都乞儿严七师，幽陋凡贱，涂垢臭秽不可近。言语无度，往往应于未兆。居西市悲田坊，常有帖衙俳儿干满川、白迦、叶珪、张美、张翱等五人为火。七师遇于途，各与十五文，勤……
38,续·支诺皋下,三校,X38-P998,鬼怪妖魅、佛道宗教、丧葬冥界、饮食医药、天文地理,鬼、道法、丧葬、医术药理、天象、地理山水,荆州百姓郝惟谅，性粗率，勇于私斗。武宗会昌二年，寒食日，与其徒游于郊外，蹴鞠角力，因醉于墦间。迨宵分方始寤，将归，历道左里余，值人家，室绝卑，虽张灯而颇昏暗，遂……
38,续·支诺皋下,三校,X38-P999,人物政事、动物、佛道宗教、饮食医药、天文地理,道士方士、兽类、佛法、食物饮品、地理山水,衡岳西原近朱陵洞，其处绝险，多大木、猛兽，人到者率迷路，或遇巨蛇，不得进。长庆中，有头陀悟空，常裹粮持锡，夜入山林，越兕侵虎，初无所惧。至朱陵原，游览累日，扪萝……
38,续·支诺皋下,三校,X38-P1000,器物技艺、天文地理,用具杂器、地理山水,严绶镇太原，市中小儿如水际泅戏。忽见物中流流下，小儿争接，乃一瓦瓶，重帛幕之。儿就岸破之，有婴儿，长尺余，遂走。群儿逐之，顷间足下旋风起，婴儿已蹈空数尺。近岸，……
38,续·支诺皋下,三校,X38-P1002,佛道宗教、饮食医药,佛法、医术药理,世有村人供于僧者，祈其密言，僧绐之曰：「驴」。其人遂日夕念之。经数岁，照水，见青毛驴附于背。凡有疾病魅鬼，其人至其所立愈。后知其诈，咒效亦歇。
38,续·支诺皋下,三校,X38-P1004,人物政事、建筑寺塔、器物技艺、天文地理,将相臣子、宫殿城楼、用具杂器、衣饰、天象,韦斌虽生于贵门，而性颇厚质，然其地望素高，冠冕特盛。虽门风稍奢，而斌立朝侃侃，容止尊严，有大臣之体。每会朝，未常与同列笑语。旧制，群臣立于殿庭，既而遇雨雪，亦不……
38,续·支诺皋下,三校,X38-P1005,植物、建筑寺塔、饮食医药、梦兆占卜、天文地理、超自然力量,花草、果蔬、药草、宫殿城楼、医术药理、占卜预言、天象、灵异物件,天宝中，处士崔玄微洛东有宅，耽道，饵术及茯苓三十载。因药尽，领童仆辈入嵩山采芝，年方回，宅中无人，蒿莱满院。时春季夜间，风清月朗，不睡，独处院，家人无故辄不到。……
39,续·贬误,三校,X39-P1007,动物、天文地理,鸟类、地理山水,予太和初从事浙西赞皇公幕中，尝因与曲宴，中夜，公语及国朝词人优劣，云：「世人言灵芝无根，醴泉无源，张曲江著词也。盖取虞翻《与弟求婚书》，徒以‘芝草’为‘灵芝’耳……
39,续·贬误,三校,X39-P1008,饮食医药、天文地理,医术药理、天象,范传正中丞举进士，省试《风过竹赋》，甚丽，为词人所讽。然为从竹之「箫」非萧艾之「萧」也。《荀子》云：「如风过萧，忽然已化。」义同「草上之风必偃」，相传至今已为误……
39,续·贬误,三校,X39-P1009,器物技艺、佛道宗教、天文地理,用具杂器、佛法、天象,相传云，释道钦住径山，有问道者，率尔而对，皆造宗极。刘忠州晏，尝乞心偈。令执炉而听，再三称「诸恶莫作，众善奉行」。晏曰：「此三尺童子皆知之。」钦曰：「三尺童子皆……
39,续·贬误,三校,X39-P1010,饮食医药、梦兆占卜、天文地理,医术药理、占卜预言、天象,相传云，韩晋公滉在润州，夜与从事登万岁楼。方酣，置杯不说，语左右曰：「汝听妇人哭乎？当近何所？」对：「在某街。「诘朝，命吏捕哭者讯之，信宿狱不具。吏惧罪，守于尸……
39,续·贬误,三校,X39-P1011,人物政事、饮食医药,帝王、食物饮品,相传云，德宗幸东宫，太子亲割羊脾，水泽手，因以饼洁之。太子觉上色动，乃徐卷而食。司空赞皇公著《次柳氏旧闻》又云是肃宗。刘餗《传记》云：「太宗使宇文士及割肉，以饼……
39,续·贬误,三校,X39-P1016,建筑寺塔、饮食医药、天文地理,宫殿城楼、食物饮品、天象,予在秘丘，尝见同官说，俗说楼罗，因天宝中进士有东西棚，各有声势，稍伧者多会于酒楼食毕罗，故有此语。予读梁元帝《风人辞》云：「城头网雀，楼罗人着。」则知楼罗之言，……
39,续·贬误,三校,X39-P1017,动物、天文地理,鸟类、地理山水,世说曹著轻薄才，长于题目人。常目一达官为热上猢狲，其实旧语也。《朝野佥载》云：「魏光乘好题目人。姚元之长大行急，谓之趁蛇鹳鹊。侍御史王旭短而黑丑，谓之烟薰水蛇。……
39,续·贬误,三校,X39-P1019,人物政事、饮食医药、天文地理,将相臣子、食物饮品、天象,俗好剧语者云，昔有某氏，破产贳酒，少有醒时。其友题其门阖云：「今日饮酒醉，明日饮酒醉。」邻人读之不解，曰：「今日饮酒醉，是何等语？」于今青衿之子，无不记者，《谈……
39,续·贬误,三校,X39-P1020,人物政事、饮食医药、天文地理,帝王、将相臣子、医术药理、地理山水,相传玄宗尝令左右提优人黄翻绰入池水中，复出，翻绰曰：「向见屈原笑臣：‘尔遭逢圣明，何尔至此？’「据《朝野佥载》，散乐高崔嵬善弄痴，大帝令没首水底，少顷，出而大笑……
39,续·贬误,三校,X39-P1021,鬼怪妖魅、天文地理,仙神、天象,今人每睹栋宇巧丽，必强谓鲁般奇工也。至两都寺中，亦往往托为鲁般所造，其不稽古如此。据《朝野佥载》云：「鲁般者，肃州敦煌人，莫详年代，巧侔造化。于凉州造浮图，作木……
39,续·贬误,三校,X39-P1023,植物、器物技艺、饮食医药、天文地理,果蔬、用具杂器、食物饮品、天象、地理山水,予门吏陆畅，江东人，语多差误，轻薄者多加诸以为剧语。予为儿时，常听人说陆畅初娶童溪女，每旦，群婢捧匜，以银奁盛藻豆，陆不识，辄沃水服之。其友生问：「君为贵门女婿……
39,续·贬误,三校,X39-P1026,器物技艺、佛道宗教、饮食医药、天文地理、超自然力量,用具杂器、佛法、食物饮品、天象、地理山水、灵异物件,《续齐谐记》云：「许彦于绥安山行，遇书生，年二十余，卧路侧，云足痛，求寄鹅笼中。彦戏言许之，书生便入笼中。笼亦不广，书生与双鹅并坐，负之不觉重。至树下，书生乃出……
39,续·贬误,三校,X39-P1027,人物政事、建筑寺塔、器物技艺、佛道宗教、饮食医药、梦兆占卜、天文地理,道士方士、宫殿城楼、武器、用具杂器、佛法、道法、医术药理、占卜预言、天象、地理山水,相传天宝中，中岳道士顾玄绩尝怀金游市中。历数年，忽遇人，强登旗亭，扛壶尽醉。日与之熟，年中输数百金。其人疑有为，拜请所欲。玄绩笑曰：「予烧金丹八转矣，要人相守，……
39,续·贬误,三校,X39-P1028,人物政事、建筑寺塔、佛道宗教、梦兆占卜、天文地理,僧尼、道士方士、寺观塔庙、佛法、占卜预言、天象,相传云，公初谒华严，严命坐，顷曰：「尔看吾心在何所？」公曰：「师驰白马过寺门矣。」又问之，公曰：「危乎！师何为处乎刹末也？」华严曰：「聪明果不虚，试复观我。」公……
39,续·贬误,三校,X39-P1030,丧葬冥界、饮食医药、梦兆占卜、天文地理,丧葬、医术药理、占卜预言、祥瑞灾异、天象、地理山水,昆明池中有冢，俗号浑子。相传昔居民有子名浑子者，尝违父语，若东则西，若水则火。病且死，欲葬于陵屯处，矫谓曰：「我死，必葬于水中。」及死，浑泣曰：「我今日不可更违……
39,续·贬误,三校,X39-P1032,饮食医药、天文地理,食物饮品、天象,今言枭镜者，往往谓璧间蛛为镜，见其形规而匾，伏子，必为子所食也。《西汉》：「春祠黄帝，用枭破镜。」以枭食母，故五月五日作枭羹也。破镜食父，如貙虎眼。黄帝欲绝其类……
39,续·贬误,三校,X39-P1033,器物技艺、超自然力量,武器、法术仙术,《朝野佥载》云：「隋末，有昝君谟善射。闭目而射，应口而中，云志其目则中目，志其口则中口。有王灵智学射于谟，以为曲尽其妙，欲射杀谟，独擅其美。谟执短刀，箭来辄截之……
39,续·贬误,三校,X39-P1035,人物政事、建筑寺塔、天文地理,帝王、宫殿城楼、天象,士林间多呼殿榱桷护雀网为罘罳，其浅误也如此。《礼记》曰：「疏屏，天子之庙饰。」郑注云：「屏谓之树，今罘罳也。列之为云气虫兽，如今之阙。」张揖《广雅》曰：「复思谓……
39,续·贬误,三校,X39-P1039,动物、天文地理,鸟类、天象,旧言藏钩起于钩弋，盖依辛氏《三秦记》云：「汉武钩弋夫人手拳，时人效之，目为藏钩也。」《列子》云：「瓦抠者巧，钩抠者惮，黄金抠者昏。」殷敬顺敬训曰：「抠与抠同。众……
39,续·贬误,三校,X39-P1041,人物政事、器物技艺,将相臣子、衣饰,《梁职仪》曰：「八座尚书以紫纱裹手版，垂白丝于首如笔。」《通志》曰：「今录仆射、尚书手版，以紫皮裹之，名曰笏。梁中世已来，唯八座尚书执笏者，白笔缀头，以紫纱囊之……
39,续·贬误,三校,X39-P1047,动物、丧葬冥界、天文地理,鸟类、丧葬、天象、地理山水,《礼》：婚礼必用昏，以其阳往而阴来也。今行礼于晓；祭，质明行事，今俗祭先又用昏，谬之大者矣。夫宫中祭邪魅及葬窳则用昏。又，今士大夫家昏礼露施帐，谓之入帐。新妇乘……
40,续·寺塔记上,三校,X40-P1049,人物政事、建筑寺塔、佛道宗教,帝王、僧尼、寺观塔庙、佛法,武宗癸亥三年夏，予与张君希复善继、同官秘书郑君符梦复，连职仙署。会暇日，游大兴善寺。因问《两京新记》及《游目记》，多所遗略，乃约旬寻两街寺，以街东兴善为首，二记……
40,续·寺塔记上,三校,X40-P1050,人物政事、动物、植物、建筑寺塔、佛道宗教、梦兆占卜、天文地理、异域物产、超自然力量,帝王、僧尼、鸟类、树木、花草、宫殿城楼、寺观塔庙、佛法、祥瑞灾异、天象、异国、灵异物件,靖善坊大兴善寺，寺取「大兴「两字、坊名字为名。《新记》云：「优填像，总章，初为火所烧。」据梁时西域优填在荆州，言隋自台城移来此寺，非也。今又有栴檀像，开目，其工……
40,续·寺塔记上,三校,X40-P1051,动物、佛道宗教、饮食医药、梦兆占卜、天文地理,鸟类、佛法、医术药理、占卜预言、天象,辞。二十字连句：乘晴入精舍，语默想东林。尽是忘机侣，谁惊息影禽。有松堪系马，遇钵更投针。记得汤师句，高禅助朗吟。一雨微尘尽，支郎许数过。方同嗅檐卜，不用算多罗。……
40,续·寺塔记上,三校,X40-P1053,人物政事、动物、植物、建筑寺塔、器物技艺、佛道宗教、梦兆占卜、天文地理,帝王、僧尼、兽类、花草、宫殿城楼、寺观塔庙、用具杂器、佛法、祥瑞灾异、天象,长乐坊安国寺。红楼，睿宗在藩时舞榭。东禅院，亦曰水塔院，院门北西廊五壁，吴道玄弟子释思道画释梵八部，不施彩色，尚有典刑。禅师法空影堂，世号吉州空者，久养骡，将终……
40,续·寺塔记上,三校,X40-P1054,植物、建筑寺塔、天文地理,树木、寺观塔庙、地理山水,光明寺中，鬼子母及文惠太子塑像，举止态度如生。工名李岫。山庭院，古木崇阜，幽若山谷，当时辇土营之。上座璘公院，有穗柏一株，衢柯偃覆，下坐十余人。
40,续·寺塔记上,三校,X40-P1055,动物、建筑寺塔、器物技艺、佛道宗教、梦兆占卜、天文地理,鸟类、兽类、宫殿城楼、用具杂器、佛法、占卜预言、天象、地理山水,辞。红楼连句，隐侯体：重叠碎晴空，余霞更助红。蟾踪近鳷鹊，鸟道接相风。苔静金轮路，云轻白日宫。壁诗传谢客，门榜占休公。穗柏连句：一院暑难侵，莓苔可影深。标枝争息……
40,续·寺塔记上,三校,X40-P1056,建筑寺塔、器物技艺、佛道宗教、梦兆占卜、天文地理、超自然力量,宫殿城楼、寺观塔庙、用具杂器、佛法、祥瑞灾异、天象、地理山水、灵异物件,常乐坊赵景公寺，隋开皇三年置。本曰弘善寺，十八年改焉。南中三门里东壁上，吴道玄白画地狱变，笔力劲怒，变状阴怪，睹之不觉毛戴。吴画中得意处。三阶院西廊下，范长寿画……
40,续·寺塔记上,三校,X40-P1057,梦兆占卜、天文地理、超自然力量,祥瑞灾异、天象、地理山水、灵异物件,辞。吴画连句：惨淡十堵内，吴生纵狂迹。风云将逼人，鬼神如脱壁。其中龙最怪，张甲方汗栗。黑夜窸窣时，安知不霹雳。此际忽仙子，猎猎衣舄奕。妙瞬乍疑生，参差夺人魄。往……
40,续·寺塔记上,三校,X40-P1058,人物政事、植物,僧尼、花草,语。各录禅师佳语：兰若和尚云：「家家门有长安道。「荆州些些和尚云：「自看工夫多少。「无名和尚云：「最后一大息须分明。」
40,续·寺塔记上,三校,X40-P1060,人物政事、建筑寺塔、器物技艺、佛道宗教、天文地理、超自然力量,帝王、宫殿城楼、寺观塔庙、用具杂器、佛法、天象、灵异物件,大同坊灵华寺，大历初，僧俨讲经，天雨华，至地咫尺而灭。夜有光烛室，敕改为灵华。俨即康藏之师也，康本住靖恭里毡曲，忽睹光如轮，众人皆见，遂寻光至俨讲经所灭。佛殿西……
40,续·寺塔记上,三校,X40-P1062,动物、建筑寺塔、器物技艺、佛道宗教、饮食医药、超自然力量,兽类、宫殿城楼、衣饰、佛法、道法、食物饮品、灵异物件,道政坊宝应寺。韩幹，蓝田人，少时常为贳酒家送酒。王右丞兄弟未遇，每贳酒漫游。幹常徵债于王家。戏画地为人马，右丞精思丹青，奇其意趣，乃岁与钱二万，令学画十余年。今……
40,续·寺塔记上,三校,X40-P1063,动物、植物、建筑寺塔、佛道宗教、饮食医药、天文地理,昆虫、树木、药草、宫殿城楼、佛法、医术药理、地理山水,辞。僧房连句：古画思匡岭，上方疑傅岩。蝶闲移忍草，蝉晓揭高杉。香字消芝印，金经发ぇ函。井通松底脉，书拆洞中缄。哭小小写真连句：如生小小真，犹自未栖尘。褕袂将离壁……
40,续·寺塔记上,三校,X40-P1064,人物政事、动物、建筑寺塔、佛道宗教、天文地理,将相臣子、兽类、宫殿城楼、寺观塔庙、佛法、天象,安邑坊玄法寺，初居人张频宅也。尝供养僧，僧以念《法华经》为业。积十余年，张门人谮僧通其侍婢，因以他事杀之。僧死后，阖宅常闻经声不绝。张寻知其冤，惭悔不及。因舍宅……
40,续·寺塔记上,三校,X40-P1065,动物、天文地理,鸟类、兽类、地理山水,徵内典中禽事，须切对：鹫头作岭，鸡足名山。孔雀为经，鹦鹉语偈。共命是化，入数论贪。未解出笼，岂能献果。鵽居其上，雁坠于前。巢顶既安，入影不怖。字中疑鹤，朱里认鹅……
40,续·寺塔记上,三校,X40-P1066,人物政事、鬼怪妖魅、建筑寺塔、器物技艺、佛道宗教、饮食医药、梦兆占卜、天文地理、超自然力量,帝王、将相臣子、僧尼、仙神、宫殿城楼、寺观塔庙、乐器、用具杂器、衣饰、佛法、食物饮品、医术药理、祥瑞灾异、天象、灵异物件,平康坊菩提寺：佛殿东西障日及诸柱上图画，是东廊旧迹，郑法士画。开元中，因屋坏，移入大佛殿内槽北壁。食堂前东壁风上，吴道玄画《智度论》色偈变，偈是吴自题，笔迹遒劲……
40,续·寺塔记上,三校,X40-P1067,动物、器物技艺、佛道宗教、饮食医药、梦兆占卜、天文地理,鸟类、衣饰、佛法、医术药理、祥瑞灾异、地理山水,辞。书事连句：悉为无事者，任被俗流憎。客异干时客，僧非出院僧。远闻疏牖磬，晓辨密龛灯。步触珠幡响，吟窥钵水澄。句饶方外趣，游惬社中朋。静里已驯鸽，斋中亦好鹰。金……
41,续·寺塔记下,三校,X41-P1068,人物政事、动物、建筑寺塔、佛道宗教、天文地理,帝王、鸟类、宫殿城楼、寺观塔庙、佛法、天象,宣阳坊奉慈寺，开元中，虢国夫人宅。安禄山伪署百官，以田乾真为京兆尹，取此宅为府，后为郭暧驸马宅。今上即位之初，太皇太后为升平公主追福，奏置奉慈寺，赐钱二十万，绣……
41,续·寺塔记下,三校,X41-P1069,动物、植物,兽类、果蔬,征释门衣事，语须对：如象鼻，投牛耳。五纳，三衣。惭愧，斗薮。坏衣，严身。畜长十日，应作三志，杂身四寸，掩手两指。琐形，刀残。其形如稻，其色如莲。赤麻白豆，若青若……
41,续·寺塔记下,三校,X41-P1070,人物政事、动物、建筑寺塔、器物技艺、佛道宗教、梦兆占卜、天文地理、超自然力量,帝王、将相臣子、僧尼、昆虫、宫殿城楼、寺观塔庙、用具杂器、佛法、占卜预言、天象、地理山水、变化变形、灵异物件,光宅坊光宅寺，本官蒲萄园中禅师影堂，师号惠中，肃宗上元二年征至京师，初居此寺。征诏云：「杖锡而来，京师非远。斋心已久，副朕虚怀。」建中中，有僧竭造曼殊堂，将版基……
41,续·寺塔记下,三校,X41-P1071,建筑寺塔、佛道宗教、天文地理,宫殿城楼、佛法、地理山水,辞。中禅师影堂连句：名下固无虚，敖曹貌严毅。洞达见空王，圆融入佛地。一言当要害，忽忽醒诸醉。不动须弥山，多方辨无匮。坦率对万乘，偈答无所避。尔如毗沙门，外形如脱……
41,续·寺塔记下,三校,X41-P1072,人物政事、动物、建筑寺塔、佛道宗教、饮食医药、梦兆占卜、天文地理、超自然力量,帝王、僧尼、鸟类、宫殿城楼、寺观塔庙、佛法、医术药理、祥瑞灾异、天象、地理山水、灵异物件,翊善坊保寿寺，本高力士宅。天宝九载，舍为寺。初，铸钟成，力士设斋庆之，举朝毕至，击百千，有规其意，连击二十杵。经藏阁规构危巧，二塔火珠受十余斛。河阳从事李涿，性……
41,续·寺塔记下,三校,X41-P1074,器物技艺、丧葬冥界,武器、用具杂器、丧葬,事徵：高力士呼二兄，呼阿翁呼将军，呼火老，五轮磑。初施棨戟，常卧鹿床，长六尺五寸，陪葬泰陵。咏荠，齿成印，上国下国，梦鞭，吕氏生髭。
41,续·寺塔记下,三校,X41-P1075,人物政事、动物、建筑寺塔、佛道宗教、饮食医药、超自然力量,帝王、龙蛇类、鸟类、宫殿城楼、寺观塔庙、佛法、医术药理、灵异物件,宣阳坊静域寺，本太穆皇后宅。寺僧云：「三阶院门外，是神尧皇帝射孔雀处。禅院门内外，《游目记》云王昭隐画。门西里面和修吉龙王，有灵。门内之西，火目药叉及北方天王，……
41,续·寺塔记下,三校,X41-P1076,动物、建筑寺塔、天文地理,龙蛇类、鸟类、兽类、宫殿城楼、天象,辞。三阶院连句：密密助堂堂，隋人歌檿桑。双弧摧孔雀，一矢损贪狼。百步望云立，九规看月张。获蛟徒破浪，中乙漫如墙。还似贯金鼓，更疑穿石梁。因添挽河力，为灭射天狂。……
41,续·寺塔记下,三校,X41-P1077,人物政事、建筑寺塔、器物技艺、佛道宗教、饮食医药,帝王、宫殿城楼、寺观塔庙、用具杂器、佛法、医术药理,崇义坊招福寺，本曰正觉，国初毁之，以其地立第赐诸王，睿宗在藩居之，乾封二年，移长宁公主锦堂于此，重建此寺。寺内旧有池，下永乐东街数方土填之。今地底下树根多露。长……
41,续·寺塔记下,三校,X41-P1079,建筑寺塔、佛道宗教,寺观塔庙、佛法,事征释门古今迷字：争田书贞字，焉兜知伯叔，解梦羊负鱼，问入曰下人，塔上书师子。征前代关释门佳谱：何充志大宇宙，此子疲于津梁，生天在丈人后，二何佞于佛，问年答「小……
41,续·寺塔记下,三校,X41-P1080,动物、建筑寺塔、佛道宗教,龙蛇类、宫殿城楼、寺观塔庙、佛法,招国坊崇济寺，寺内有天后织成蛟，龙被袄子及绣衣六事。东廊从南第二院，有宣律师制袈裟堂。曼殊堂有松数株，甚奇。
41,续·寺塔记下,三校,X41-P1081,人物政事、植物、建筑寺塔、佛道宗教、天文地理,僧尼、树木、宫殿城楼、佛法、天象、地理山水,辞。宣律和尚袈裟绝句：「共覆三衣中夜寒，披时不镇尼师坛。无因盖得龙宫地，畦里尘飞业相残。」和前云：「南山披时寒夜中，角不动毗岚风。何人见此生惭愧，断续犹应护得龙……
41,续·寺塔记下,三校,X41-P1082,植物、建筑寺塔、佛道宗教,花草、宫殿城楼、寺观塔庙、佛法,永安坊永寿寺，三门东，吴道子画，似不得意。佛殿名会仙，本是内中梳洗殿。贞元中，有证智禅师往往著灵验，或时在张椟兰若中治田，及夜归寺，若在金山界，相去七百里。
41,续·寺塔记下,三校,X41-P1084,建筑寺塔、佛道宗教、饮食医药,宫殿城楼、寺观塔庙、佛法、道法、医术药理,崇仁坊资圣寺，净土院门外，相传吴生一夕秉烛醉画。就中戟手，视之恶骇。院门里，卢楞伽画。卢常学吴势，吴亦授以手诀。乃画总持三门寺，方半，吴大赏之，谓人曰：「楞伽不……
41,续·寺塔记下,三校,X41-P1085,器物技艺、超自然力量,武器、灵异物件,辞。诸画连句，柏梁体：吴生画勇矛戟攒，出奇变势千万端。苍苍鬼怪层壁宽，睹之忽忽毛发寒。棱伽之力所痑瘢，李真周昉优劣难。活禽生卉推边鸾。花房嫩彩犹未干。韩干变态如……
41,续·寺塔记下,三校,X41-P1088,人物政事、植物、建筑寺塔、佛道宗教、饮食医药、天文地理,帝王、将相臣子、僧尼、树木、花草、宫殿城楼、寺观塔庙、佛法、道法、医术药理、天象,慈恩寺，寺本净觉故伽监，因而营建焉。凡十余院，总千八百九十七间，敕度三百僧。初，三藏自西域回，诏太常卿江夏王道宗设九部乐，迎经像入寺，彩车凡千余辆。上御安福门观……
42,续·金刚经鸠异,三校,X42-P1089,人物政事、建筑寺塔、佛道宗教、饮食医药、梦兆占卜、天文地理、超自然力量,帝王、将相臣子、僧尼、宫殿城楼、佛法、医术药理、祥瑞灾异、天象、灵异物件,贞元十七年，先君自荆入蜀，应韦南康辟命。洎韦之暮年，为贼辟谗构，遂摄尉灵池县。韦寻薨，贼辟知留后。先君旧与辟不合，闻之，连夜离县。至城东门，辟寻有帖，不令诸县官……
42,续·金刚经鸠异,三校,X42-P1090,鬼怪妖魅、佛道宗教,鬼、佛法,张镒相公先君齐丘，酷信释氏。每旦更新衣，执经于像前，念《金刚经》十五遍，积数十年不懈。永泰初，为朔方节度使。衙内有小将负罪，惧事露，乃扇动军人数百，定谋反叛。齐……
42,续·金刚经鸠异,三校,X42-P1091,佛道宗教、天文地理,佛法、天象,刘逸淮在汴，时韩弘为右厢虞候，王某为左厢虞候，与弘相善。或谓二人取军情，将不利于刘。刘大怒，俱召诘之。弘即刘之甥，因控地碎首大言，刘意稍解。王某年老，股战不能自……
42,续·金刚经鸠异,三校,X42-P1092,建筑寺塔、佛道宗教、丧葬冥界、梦兆占卜、天文地理,宫殿城楼、佛法、冥界、梦兆、天象,梁崇义在襄州，未阻兵时，有小将孙咸暴卒，信宿却苏。梦至处，如王者所居，仪卫甚严，有吏引与僧对事。僧法号怀秀，亡已经年。在生极犯戒，及入冥，无善可录，乃绐云：「我……
42,续·金刚经鸠异,三校,X42-P1093,人物政事、佛道宗教、饮食医药、天文地理,僧尼、佛法、食物饮品、医术药理、天象,贞元中，荆州天崇寺僧智灯常持《金刚经》。遇疾死，弟子启手足犹热，不即入木。经七日却活，云初见冥中若王者，以念经故，合掌降阶。因问讯，言更容上人十年在世，勉出生死……
42,续·金刚经鸠异,三校,X42-P1094,佛道宗教、丧葬冥界、饮食医药、天文地理,佛法、丧葬、医术药理、天象,公安潺陵村百姓王从贵妹，未嫁，常持《金刚经》。贞元中，忽暴疾卒。埋已三日，其家复墓，闻冢中呻吟，遂发视之，果有气，舆归。数日，能言，云：「初至冥间，冥吏以持经功……
42,续·金刚经鸠异,三校,X42-P1096,人物政事、动物、建筑寺塔、器物技艺、佛道宗教、丧葬冥界、天文地理,将相臣子、兽类、宫殿城楼、用具杂器、佛法、冥界、天象,元和初，汉州孔目典陈昭，因患见人，著黄衣，至床前云：「赵判官唤尔。」昭问所因，云：「至自冥间，刘辟与窦悬对事，要君为证。」昭即留坐。逡巡又有人，手持物如球胞，前……
42,续·金刚经鸠异,三校,X42-P1097,人物政事、佛道宗教、天文地理,僧尼、佛法、天象,荆州法性寺僧惟恭，三十余年念《金刚经》，日五十遍。不拘僧仪，好酒，多是非，为众僧所恶。后遇疾且死。同寺有僧灵岿，其迹类惟恭，为寺二害。因他故出，去寺里，逢五六人……
